Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
gobelet personnalisé plastique,1,1,40,61.1,0.48,http://www.atelierdugobelet.fr/fr/,18,0.06,9.00,1,335000,"[14,14,14,14,14,71,100,29,14,29,14,14]",1582408879,"Image pack, Site links, Reviews, AdWords top"
verre plastique sérigraphié,1,1,40,62.43,0.39,http://www.atelierdugobelet.fr/fr/,18,0.06,7.00,0.76,53900,"[0,0,0,0,0,0,0,0,100,20,20,20]",1583841503,"Image pack, Site links, Reviews, Video"
gobelet personnalisé pas cher petite quantité,4,4,260,61.56,0.79,http://www.atelierdugobelet.fr/fr/,18,0.06,14.00,1,88,"[54,44,54,44,54,100,100,54,35,29,23,19]",1583457702,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
gobelet plastique personnalisé mariage,4,4,260,65.45,0.47,http://www.atelierdugobelet.fr/fr/,18,0.06,8.00,1,83,"[67,82,82,67,82,100,67,67,54,44,36,82]",1584547344,"Image pack, Site links, Reviews, Shopping ads, FAQ"
verre en plastique réutilisable,2,2,140,68.62,0.48,http://www.atelierdugobelet.fr/fr/,18,0.06,8.00,1,1060000,"[22,22,28,53,100,53,53,34,34,28,28,34]",1584309603,"Image pack, Site links, Reviews"
gobelet plastique à personnaliser,1,1,40,66.07,0.89,http://www.atelierdugobelet.fr/fr/,18,0.06,16.00,0.98,908000,"[11,11,100,11,11,11,11,22,11,11,11,22]",1583699362,"Image pack, Site links, Reviews"
atelier badge,1,1,40,58.68,0.00,http://www.atelierdugobelet.fr/fr/411-badge,18,0.06,0.00,1,16400000,"[25,25,0,25,75,25,50,25,25,25,25,100]",1582911128,"Knowledge panel, Image pack, Site links"
personnalisation gobelet,2,2,140,63.36,1.01,http://www.atelierdugobelet.fr/fr/,18,0.06,18.00,1,3630000,"[33,33,43,52,67,81,100,81,67,67,52,43]",1583979235,"Image pack, Site links, Reviews, Video Carousel"
gobelet prenom,9,9,590,70.81,0.16,http://www.atelierdugobelet.fr/fr/,17,0.06,2.00,0.99,679000,"[6,6,9,9,21,53,100,68,14,14,14,11]",1584321639,"Image pack, Site links, Reviews, Video"
gobelet personnalisé mariage,6,6,1600,64.17,0.46,http://www.atelierdugobelet.fr/fr/,16,0.06,7.00,1,61,"[54,67,67,79,79,100,67,54,54,37,37,79]",1584439205,"Image pack, Site links, Reviews"
ecocup personnalisé,5,4,1600,61.8,0.71,http://www.atelierdugobelet.fr/fr/,16,0.06,11.00,1,98,"[53,68,68,100,100,100,84,84,84,100,53,100]",1584597489,"Image pack, Site links, Reviews, Video"
gobelet biere,11,11,320,73.45,0.35,http://www.atelierdugobelet.fr/fr/,15,0.05,5.00,1,112000,"[24,24,44,54,81,100,66,54,54,36,29,29]",1583803430,"Local pack, Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
gobelet réutilisable association,3,3,170,60.12,0.72,http://www.atelierdugobelet.fr/fr/,15,0.05,11.00,0.84,181000,"[0,6,16,44,100,100,53,66,53,81,100,53]",1583495809,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
verre réutilisable personnalisé,2,2,110,62.36,0.86,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,14,0.05,12.00,1,899000,"[14,24,67,81,100,52,33,24,43,67,67,24]",1583633290,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
jetons buvette personnalisé,2,2,110,48.53,0.70,http://www.atelierdugobelet.fr/fr/416-jeton,14,0.05,10.00,1,39200,"[43,33,43,67,100,67,52,43,67,43,43,33]",1583321652,"Image pack, Site links, Reviews"
gobelets personnalisés pas cher,4,4,210,66.19,1.27,http://www.atelierdugobelet.fr/fr/,14,0.05,18.00,0.98,365000,"[34,44,81,81,100,81,81,81,100,53,53,34]",1583501117,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet plastique personnalisé ecole,4,4,210,63.88,0.55,http://www.atelierdugobelet.fr/fr/,14,0.05,8.00,1,67,"[1,1,1,3,10,55,100,82,10,6,6,6]",1584176673,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
personnaliser gobelet,2,2,110,65.85,0.50,http://www.atelierdugobelet.fr/fr/,14,0.05,7.00,1,390000,"[24,43,33,19,43,43,43,52,81,81,100,81]",1583763796,"Image pack, Site links, Reviews, Featured snippet"
verre en plastique rigide,3,3,140,70.29,0.33,http://www.atelierdugobelet.fr/fr/,12,0.04,4.00,1,3880000,"[65,81,100,65,35,54,54,54,54,35,35,54]",1582739822,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
arbre a empreinte,16,16,2400,77.31,0.10,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,12,0.04,1.00,1,4570000,"[36,53,67,81,81,100,100,81,53,44,24,53]",1584651606,"Image pack, Reviews, Shopping ads, Video Carousel"
33cl,7,3,320,78.38,0.00,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,12,0.04,0.00,0.01,3220000,"[67,67,67,67,67,82,67,82,82,82,82,100]",1584636983,"Image pack, Reviews"
verre de festival,2,2,90,68.71,0.45,http://www.atelierdugobelet.fr/fr/,11,0.04,5.00,1,17700000,"[33,33,100,33,67,33,33,100,67,33,33,33]",1583525413,"Image pack, Site links, Reviews, Video Carousel"
gobelet recyclable personnalisé pas cher,2,2,90,58.67,1.17,http://www.atelierdugobelet.fr/fr/,11,0.04,13.00,0.98,275000,"[20,20,40,20,20,20,20,100,20,20,20,20]",1583315002,"Image pack, Site links, Reviews"
impression de gobelets,2,2,90,72.34,0.00,http://www.atelierdugobelet.fr/fr/,11,0.04,0.00,0,2440000,"[0,25,25,25,50,25,0,100,0,25,25,0]",1583574326,"Image pack, Site links, Reviews, Video"
gobelet a imprimer,2,2,90,62.64,0.48,http://www.atelierdugobelet.fr/fr/delai-j10-j15/4689-gobelet-photo-impression-quadri-sup-a-100ex.html,11,0.04,5.00,1,418000,"[0,0,0,0,20,20,20,20,100,20,20,20]",1582409334,"Image pack, Site links, Reviews"
gobelet réutilisable pas cher,4,4,170,65.94,1.03,http://www.atelierdugobelet.fr/fr/,11,0.04,12.00,1,156000,"[66,44,81,100,81,53,34,34,66,44,22,28]",1583875925,"Image pack, Site links, Reviews"
fabrication jetons personnalisés,2,2,90,52.14,0.79,http://www.atelierdugobelet.fr/fr/416-jeton,11,0.04,9.00,1,275000,"[11,11,56,100,100,11,11,11,11,44,56,11]",1583104149,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
verre gobelet personnalisé,2,2,90,65.15,0.58,http://www.atelierdugobelet.fr/fr/,11,0.04,6.00,1,987000,"[14,100,14,29,14,14,14,14,14,14,57,14]",1583970362,"Image pack, Site links, Reviews, Video, AdWords top"
timbale en plastique,5,5,210,80.89,0.19,http://www.atelierdugobelet.fr/fr/,10,0.03,1.00,1,79800,"[12,12,7,8,19,44,81,100,29,29,36,29]",1584557067,"Image pack, Site links, Reviews, AdWords bottom, Video Carousel"
verre plastique prenom,6,6,210,70.96,0.31,http://www.atelierdugobelet.fr/fr/,10,0.03,3.00,1,123000,"[3,5,3,5,6,8,36,100,82,24,16,5]",1584098965,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ"
verre écologique,5,5,210,71.37,0.32,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,10,0.03,3.00,1,18700000,"[42,81,65,81,100,81,54,81,81,81,81,100]",1584559984,"Image pack, Site links, Reviews, Video Carousel"
gobelet plastique prenom,6,6,210,70.93,0.29,http://www.atelierdugobelet.fr/fr/,10,0.03,3.00,1,98,"[6,3,5,6,10,30,100,82,24,8,5,6]",1584338630,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ"
ecocup personnalisable,4,4,720,60.89,0.87,http://www.atelierdugobelet.fr/fr/,10,0.03,8.00,1,12100,"[16,30,24,30,45,55,55,100,81,37,55,63]",1584447152,"Image pack, Site links, Reviews, Video, AdWords top"
la boutique du gobelet,2,2,70,56.14,0.33,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,9,0.03,3.00,0.27,1360000,"[33,33,67,33,33,33,33,100,33,33,33,33]",1582659948,"Knowledge panel, Image pack, Site links, Reviews"
verre en plastique original,2,2,70,74.82,0.00,http://www.atelierdugobelet.fr/fr/,9,0.03,0.00,0,9120000,"[22,11,11,22,11,44,11,11,100,11,11,0]",1583890117,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
mug réutilisable,3,3,110,69.97,0.51,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,9,0.03,5.00,1,844000,"[19,15,35,27,35,27,27,35,42,54,65,100]",1583406296,"Image pack, Site links, Reviews"
gobelet personnalisable pas cher,3,3,110,67.66,0.68,http://www.atelierdugobelet.fr/fr/,9,0.03,6.00,1,101000,"[29,65,82,82,65,82,82,100,65,65,41,53]",1584160577,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
dessin gobelet,11,11,210,80.03,0.00,http://www.atelierdugobelet.fr/fr/,9,0.03,0.00,0,1030000,"[16,22,28,28,66,81,66,100,100,100,66,81]",1584468759,"Image pack, Reviews, Video, Video Carousel"
gobelet personnalisé maternelle,11,11,210,71.04,0.00,http://www.atelierdugobelet.fr/fr/,9,0.03,0.00,0.6,81,"[1,1,1,1,2,4,13,55,100,1,1,1]",1583951120,"Image pack, Site links, Reviews, Video"
jetons buvette pas cher,3,3,110,58.76,0.49,http://www.atelierdugobelet.fr/fr/416-jeton,9,0.03,4.00,1,27,"[13,28,34,44,100,53,34,22,34,28,22,13]",1583677133,"Image pack, Reviews, AdWords bottom"
jetons pour buvette,2,2,70,48.35,0.54,http://www.atelierdugobelet.fr/fr/416-jeton,9,0.03,4.00,0.95,558000,"[36,45,64,64,82,82,100,82,64,82,64,18]",1583083403,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet consigné,3,3,110,59.26,0.55,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,9,0.03,5.00,1,418000,"[33,33,43,52,81,100,67,52,67,67,67,43]",1582609536,"Image pack, Site links, Reviews, Video Carousel"
mon french gobelet,4,4,140,61.09,0.25,http://www.atelierdugobelet.fr/fr/,9,0.03,2.00,0.98,433000,"[27,35,54,35,35,65,100,54,35,42,42,42]",1584163044,"Image pack, Site links, Reviews"
verre prenom maternelle,11,11,210,75.69,0.43,http://www.atelierdugobelet.fr/fr/,9,0.03,4.00,0.99,2340000,"[6,2,5,6,10,24,67,100,36,6,8,5]",1583640175,"Image pack, Site links, Reviews, Video, Shopping ads"
1 to 5000,2,2,70,58.8,0.00,http://www.atelierdugobelet.fr/fr/389-quantite-de-1-a-5000-exemplaires,9,0.03,0.00,0,0,"[0,25,50,0,25,50,25,100,50,25,25,25]",1582797375,"Image pack, Reviews, Video Carousel"
verre personnalisé anniversaire,4,4,140,57.12,0.57,http://www.atelierdugobelet.fr/fr/,9,0.03,5.00,1,3930000,"[33,24,52,52,81,81,67,67,81,100,52,43]",1582610788,"Image pack, Site links, Reviews, Video"
verre recyclable,13,13,1000,72.17,0.29,http://www.atelierdugobelet.fr/fr/,9,0.03,2.00,1,1430000,"[45,63,55,63,63,55,55,63,81,81,63,100]",1584479062,"Image pack, Shopping ads, Video Carousel, People also ask"
une timbale en plastique,4,4,140,76.55,0.00,http://www.atelierdugobelet.fr/fr/,9,0.03,0.00,0.98,167000,"[22,28,16,34,44,53,81,100,44,53,34,34]",1584383042,"Image pack, Site links, Reviews, Video, Image, Video Carousel"
jetons,14,14,1300,81.92,0.42,http://www.atelierdugobelet.fr/fr/billetterie-jetons-personnalises/50-jetons-personnalises.html,9,0.03,3.00,1,7060000,"[55,63,55,55,63,81,81,100,100,81,81,81]",1584157081,"Knowledge panel, Image pack, Site links, Reviews, Shopping ads, FAQ"
gobelet personnalisé prénom,6,6,170,70.42,0.46,http://www.atelierdugobelet.fr/fr/,8,0.03,3.00,1,899000,"[15,15,23,35,44,67,100,67,44,15,15,23]",1584444173,"Image pack, Site links, Reviews, Video"
verre personnalisé pas cher,5,5,170,58.98,0.44,http://www.atelierdugobelet.fr/fr/,8,0.03,3.00,1,24200000,"[100,81,42,65,54,65,54,35,81,54,54,42]",1582999322,"Image pack, Site links, Reviews"
gobelet publicitaire,5,5,170,65.27,1.39,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,8,0.03,11.00,1,1870000,"[81,100,100,100,81,100,67,100,100,67,67,81]",1584302268,"Image pack, Site links, Reviews, Shopping ads, FAQ"
gobelet personnalisable mariage,5,5,170,68.63,0.51,http://www.atelierdugobelet.fr/fr/,8,0.03,4.00,1,65,"[65,81,100,81,100,100,81,81,27,35,27,100]",1584219950,"Image pack, Site links"
gobelet mariage personnalisé,6,6,170,63.44,0.56,http://www.atelierdugobelet.fr/fr/,8,0.03,4.00,0.94,92,"[52,67,67,100,100,67,81,100,81,52,52,81]",1583810611,"Image pack, Site links, Reviews, Video"
gobelet dessin,6,6,170,74.96,0.00,http://www.atelierdugobelet.fr/fr/,8,0.03,0.00,0.08,1010000,"[19,27,27,15,27,54,100,65,100,100,81,81]",1583839503,"Image pack, Reviews, Video Carousel"
porte gobelet ceinture,4,4,110,64.74,0.31,http://www.atelierdugobelet.fr/de/po/740-porte-gobelet-ceinture.html,7,0.02,2.00,1,689000,"[13,22,22,34,100,53,28,22,34,34,22,22]",1584260234,"Image pack, Reviews, Shopping ads"
jetons buvette,4,4,110,54.17,0.37,http://www.atelierdugobelet.fr/fr/416-jeton,7,0.02,2.00,1,549000,"[41,65,65,41,100,100,65,53,65,41,29,41]",1583203749,"Image pack, Site links, Reviews, Video"
verre plastique personnalisé mariage,5,5,140,65.62,0.68,http://www.atelierdugobelet.fr/fr/,7,0.02,4.00,1,2580000,"[42,35,100,81,65,81,81,54,54,35,19,19]",1583600843,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
arbre à empreinte,14,14,1000,74.21,0.12,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,7,0.02,0.00,1,16400000,"[31,46,53,68,84,100,84,84,53,38,21,53]",1584568793,"Image pack, Reviews, Shopping ads, Video Carousel"
gobelet personnalisé pour mariage,8,8,260,61.76,0.46,http://www.atelierdugobelet.fr/fr/,7,0.02,3.00,1,94,"[13,24,19,36,36,36,29,44,44,36,36,100]",1584248397,"Image pack, Site links, Reviews, Video"
gobelet consigné,4,4,110,59.26,0.55,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,7,0.02,4.00,1,418000,"[33,33,43,52,81,100,67,52,67,67,67,43]",1582609536,"Image pack, Site links, Reviews, Video Carousel"
prix gobelet plastique,4,4,110,79.16,0.38,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,7,0.02,2.00,1,1760000,"[79,100,100,100,100,79,36,79,100,100,64,100]",1584244935,"Site links, Reviews, Featured snippet, Shopping ads"
gobelet avec couvercle,10,10,260,73.15,0.40,http://www.atelierdugobelet.fr/fr/gobelet-en-carton/626-gobelet-carton-20cl-avec-couvercle.html,7,0.02,3.00,1,2760000,"[54,54,54,82,100,67,54,54,82,67,67,82]",1584504684,"Image pack, Reviews, AdWords bottom, Shopping ads"
gobelet personnalisé enfant,11,11,170,68.66,0.61,http://www.atelierdugobelet.fr/fr/,7,0.02,4.00,1,169000,"[1,3,3,6,10,24,82,100,29,7,4,4]",1583553787,"Image pack, Site links, Reviews, Video"
goblet en plastique,4,4,110,79.49,0.42,http://www.atelierdugobelet.fr/fr/,7,0.02,3.00,1,307000,"[10,13,10,10,13,18,13,28,100,100,36,23]",1583162483,"Knowledge panel, Site links, Reviews, Shopping ads, Video Carousel"
gobelet pvc,4,4,90,77.2,0.70,http://www.atelierdugobelet.fr/fr/,6,0.02,4.00,1,594000,"[100,20,60,40,20,20,40,60,20,80,20,40]",1584414165,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
jeton buvette pas cher,2,2,50,59.34,0.87,http://www.atelierdugobelet.fr/fr/416-jeton,6,0.02,5.00,1,28,"[0,0,0,0,0,0,0,0,0,0,67,100]",1583543528,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet cup,7,7,170,61.57,0.84,http://www.atelierdugobelet.fr/fr/,6,0.02,5.00,1,1600000,"[42,54,65,54,100,81,65,42,65,65,65,65]",1583557408,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
prix des gobelets en plastique,4,4,90,75.93,0.36,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,6,0.02,2.00,1,5210000,"[14,14,14,14,14,14,100,29,14,14,71,71]",1582662007,"Image pack, Site links, Reviews, Featured snippet"
gobelet plastique logo,2,2,50,63.68,0.46,http://www.atelierdugobelet.fr/fr/,6,0.02,2.00,1,2430000,"[0,0,0,0,14,43,29,14,14,100,14,14]",1583655938,"Image pack, Site links, Reviews, Shopping ads"
eco cup,15,16,6600,62.65,0.78,http://www.atelierdugobelet.fr/fr/,6,0.02,5.00,1,282000000,"[36,55,55,67,82,82,67,100,82,82,67,82]",1584591259,"Knowledge panel, Site links, Reviews, Tweet, AdWords top, Shopping ads, Video Carousel"
cup gobelet,4,4,90,53.5,0.38,http://www.atelierdugobelet.fr/fr/,6,0.02,2.00,1,1770000,"[11,11,11,100,11,11,11,11,22,22,22,11]",1582745923,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
ecocup mariage,9,9,1000,64.15,0.47,http://www.atelierdugobelet.fr/fr/,6,0.02,2.00,1,73,"[55,63,63,63,81,100,81,63,63,37,30,100]",1584454744,"Image pack, Site links, Reviews, Shopping ads"
gabarit tasse,2,2,50,70.36,0.00,http://www.atelierdugobelet.fr/fr/fiches-techniques-gabarits,6,0.02,0.00,0.36,2100000,"[78,11,22,11,11,11,100,11,11,11,11,11]",1583752536,"Image pack, Reviews, Video Carousel"
goblets com,4,4,90,56.95,0.00,http://www.atelierdugobelet.fr/fr/,6,0.02,0.00,0,58300000,"[0,20,100,20,20,20,20,80,20,20,100,80]",1584511192,"Site links, Reviews, Video, FAQ"
tour de cou porte verre,3,3,70,54.95,0.63,http://www.atelierdugobelet.fr/fr/porte-gobelets/966-porte-gobelet-tour-de-cou-avec-notre-marque-le-moins-cher.html,6,0.02,3.00,0.99,14800000,"[100,100,100,100,100,100,100,100,100,100,100,100]",1582237453,"Image pack, Reviews, Shopping ads"
acheter verre plastique réutilisable,3,3,70,68.18,0.41,http://www.atelierdugobelet.fr/fr/,6,0.02,2.00,1,2600000,"[0,0,0,0,50,25,100,100,75,25,50,25]",1583945057,"Image pack, Site links, Reviews, Shopping ads"
faire des gobelets personnalisés,2,2,50,62,0.63,http://www.atelierdugobelet.fr/fr/,6,0.02,4.00,1,391000,"[0,25,25,75,25,25,25,75,25,25,25,100]",1583433164,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
gobelet café réutilisable,8,8,210,70.86,0.58,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,6,0.02,3.00,1,285000,"[34,44,53,53,44,53,53,81,81,81,81,100]",1584160654,"Image pack, Site links, Reviews, Video Carousel"
un gobelet,7,7,170,71.55,0.62,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,6,0.02,4.00,0.97,12300000,"[53,44,44,44,53,53,66,53,100,53,53,53]",1583138038,"Image pack, Featured snippet, Video Carousel"
verre prenom,8,8,170,73.95,0.28,http://www.atelierdugobelet.fr/fr/,5,0.01,1.00,1,561000,"[15,19,15,19,15,19,67,100,44,23,23,35]",1584010533,"Image pack, Site links, Reviews"
gobelets com,6,6,110,50.18,0.85,http://www.atelierdugobelet.fr/fr/,5,0.01,4.00,0.63,6140000,"[43,33,67,67,100,67,67,67,33,24,33,14]",1582406812,"Image pack, Site links, Reviews"
bracelet vinyle,11,11,110,58.38,1.23,http://www.atelierdugobelet.fr/fr/413-bracelet,5,0.01,6.00,1,2460000,"[27,35,42,54,54,65,100,54,42,19,27,27]",1583482229,"Local pack, Image pack, Reviews, AdWords top, Shopping ads"
mini mug,10,7,170,73.68,0.17,http://www.atelierdugobelet.fr/fr/mug-personnalise/2684-mini-mug.html,5,0.01,0.00,1,179000000,"[53,53,34,34,34,44,66,53,53,81,100,66]",1584637686,"Image pack, Reviews, Video, Image"
mini mug,9,6,170,73.68,0.17,http://www.atelierdugobelet.fr/fr/mug-personnalise/1111-mini-mug.html,5,0.01,0.00,1,179000000,"[53,53,34,34,34,44,66,53,53,81,100,66]",1584637686,"Image pack, Reviews, Video, Image"
gobelet réutilisable mariage,6,6,110,60.64,0.72,http://www.atelierdugobelet.fr/fr/,5,0.01,3.00,1,68,"[33,24,52,67,67,81,100,67,67,43,19,52]",1584028820,"Image pack, Site links, Reviews"
ecocup personnalisé mariage,7,7,140,61.22,0.63,http://www.atelierdugobelet.fr/fr/,5,0.01,3.00,1,58,"[52,43,43,52,67,81,100,81,81,81,52,33]",1582560508,"Image pack, Site links, Reviews, Shopping ads"
gobelet réutilisable personnalisé particulier,2,2,40,62.02,0.63,http://www.atelierdugobelet.fr/fr/,5,0.01,3.00,1,83,"[11,11,11,11,11,100,33,11,22,44,11,11]",1584507940,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, FAQ"
mug plastique personnalisé,5,5,110,68,0.59,http://www.atelierdugobelet.fr/fr/,5,0.01,3.00,1,491000,"[43,33,24,33,43,24,67,100,67,52,67,81]",1583413497,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre plastique mariage,5,5,110,61.5,0.21,http://www.atelierdugobelet.fr/fr/,5,0.01,1.00,1,8950000,"[12,8,8,19,35,35,54,100,65,81,81,42]",1582263482,"Image pack, Site links, Reviews, Video"
gobelet francais,2,2,40,76.17,0.39,http://www.atelierdugobelet.fr/fr/imprim-et-com/12694-gobelet-supporter-francais.html,5,0.01,2.00,1,6690000,"[0,0,0,0,11,11,11,100,11,11,78,100]",1584218651,"Image pack, Site links, Reviews"
jetons festival pas cher,2,2,40,53.53,0.69,http://www.atelierdugobelet.fr/fr/416-jeton,5,0.01,3.00,1,67,"[0,0,0,0,25,25,25,25,100,25,25,25]",1583770576,"Image pack, Site links, Reviews, Video"
ecoverre,3,3,320,72.15,0.74,http://www.atelierdugobelet.fr/en/atelier-du-gobelet/2669-gobelet-ecoverre-30cl.html,5,0.01,4.00,0.35,77,"[67,81,81,81,100,100,81,44,81,67,54,35]",1584050601,"Image pack, Site links, Reviews, Video, Video Carousel"
gobelet 50 cl,7,7,140,69.46,0.37,http://www.atelierdugobelet.fr/fr/393-gobelets-reutilisable-50cl-60cl,5,0.01,2.00,1,951000,"[43,52,81,67,100,100,67,67,67,67,67,52]",1583314990,"Image pack, Reviews, AdWords top, Shopping ads"
gobelet enfant personnalisé,9,9,170,65.58,0.36,http://www.atelierdugobelet.fr/fr/,5,0.01,1.00,1,582000,"[1,4,7,13,24,82,100,44,7,4,7,7]",1584538116,"Image pack, Site links, Reviews, Video, FAQ"
gobelet perso,2,2,40,61.7,0.62,http://www.atelierdugobelet.fr/fr/,5,0.01,3.00,0.93,135000,"[71,43,14,14,100,14,14,43,71,14,14,14]",1583687177,"Image pack, Site links, Reviews"
