Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
gobelet thermique,74,74,40,69.51,0.18,http://www.atelierdugobelet.fr/fr/414-cordons-tour-de-cou,0,0,0.00,0.98,813000,"[2,2,2,2,54,35,29,54,6,100,2,2]",1583845262,"Image pack, Reviews"
bichiere,16,16,70,73.44,0.00,http://www.atelierdugobelet.fr/it/393-bicchiere-riutilizzabile-50cl-60cl,0,0,0.00,0,81,"[20,20,20,40,20,40,20,40,60,20,100,20]",1582564278,"Instant answer, Image pack, Site links, Reviews, Image, Video Carousel"
fabriquer bracelet tissu personnalisé,72,72,40,64.46,1.12,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,4970000,"[60,40,60,40,80,100,100,100,40,80,100,60]",1583864001,"Image pack, Site links, Reviews, Video, Shopping ads"
location de gobelets réutilisables,17,17,50,59.06,0.40,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,69400,"[100,25,25,25,25,25,25,25,25,25,75,25]",1584162909,"Site links, Reviews"
gobelet bleu,97,97,110,75.46,0.24,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,6170000,"[79,64,50,64,100,100,100,79,79,79,79,64]",1583966570,"Image pack, Reviews, Shopping ads"
vistaprint objet personnalisé,21,21,50,60.88,0.88,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,90,"[50,100,25,25,25,25,25,25,50,25,75,75]",1582817468,"Image pack, Site links, Reviews"
arbre a empreinte mariage a imprimer gratuit,22,22,110,68.03,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,0.64,70,"[3,6,16,53,53,34,100,100,53,28,6,6]",1582564302,"Image pack, Reviews, Video, Shopping ads"
mug impression 3d,18,18,70,68.68,0.00,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,1,3070000,"[0,0,0,50,50,50,50,100,50,50,50,50]",1582911266,"Local pack, Image pack, Reviews, Video Carousel"
verre à bière plastique pp réutilisable 30 cl,32,32,50,55.37,0.37,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,62,"[0,0,0,0,0,0,0,50,100,50,50,50]",1582525711,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
carnet a souche association,64,64,110,61.66,0.40,http://www.atelierdugobelet.fr/fr/billetterie-jetons-personnalises/49-billets-personnalises.html,0,0,0.00,1,137000,"[65,100,100,100,53,65,53,29,24,41,53,53]",1583012830,"Image pack, Reviews, Video"
verre plastique incassable,50,50,90,62.95,0.35,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,422000,"[67,52,33,33,43,43,67,52,100,24,19,19]",1583679901,"Image pack, Site links, Reviews, Video Carousel"
verde scuro pantone,21,21,70,65.41,0.00,http://www.atelierdugobelet.fr/it/porte-gobelets/59-porte-gobelets-personnalises.html,0,0,0.00,0,86,"[0,0,0,0,0,0,0,0,0,0,100,0]",1583407419,Image pack
lot kermesse ecologique,35,35,110,73,0.46,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,93,"[28,34,100,53,81,53,22,9,22,22,22,13]",1584021572,"Image pack, Reviews"
gobelet doré,22,22,170,85.14,0.18,http://www.atelierdugobelet.fr/fr/gobelets-25cl/622-gobelet-vierge-25cl.html,0,0,0.00,1,933000,"[35,42,54,65,81,54,54,65,54,65,100,81]",1583529714,"Image pack, Site links, Reviews"
oltre,67,67,320,90.19,0.43,http://www.atelierdugobelet.fr/it/395-importo-di-oltre-3000-copie,0,0,0.00,0.15,332000000,"[67,100,82,100,82,82,100,100,82,100,67,100]",1584374445,"Instant answer, Image pack, Site links, Reviews"
300 3000,54,54,70,79.76,0.00,http://www.atelierdugobelet.fr/en/394-quantite-de-300-a-3000-exemplaires,0,0,0.00,0.02,2010000000,"[33,33,33,67,33,33,100,67,33,33,33,33]",1583381676,"Reviews, Video Carousel"
serigrafia,56,56,210,71.46,0.43,http://www.atelierdugobelet.fr/it/quantite-de-plus-de-2000-exemplaires/533-gobelets-25cl.html,0,0,0.00,0.09,15700000,"[81,65,65,81,65,65,65,65,81,100,81,81]",1583576911,"Knowledge panel, Site links, Reviews, Video Carousel"
cup to cl,32,32,170,65.37,0.00,http://www.atelierdugobelet.fr/en/388-reusable-cups-25-cl-33cl,0,0,0.00,0,203000000,"[65,65,54,54,54,54,42,54,54,54,81,100]",1583525744,"Instant answer, Reviews"
3 colori,23,23,40,56.79,0.00,http://www.atelierdugobelet.fr/it/delai-j15/531-bicchiere-personalizzate-25-cl-stampa-a-piu-di-3-colori-d-15-giorni.html,0,0,0.00,0,165000000,"[33,0,0,33,0,0,0,0,0,33,67,100]",1583116780,"Image pack, Reviews, Video, Video Carousel"
atelier tatouage ephemere,23,23,40,58.57,0.29,http://www.atelierdugobelet.fr/fr/objet-personnalise-evenementiel/1113-tatouage-ephemere.html,0,0,0.00,1,419000,"[11,11,11,11,22,11,11,11,100,11,11,33]",1582782680,"Knowledge panel, Image pack, Site links, Reviews, Shopping ads, Video Carousel"
commander badge personnalisé,60,60,50,65.29,2.90,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1532-badge-rond-personnalise.html,0,0,0.00,0.98,690000,"[64,29,14,14,14,14,29,14,50,14,100,64]",1583489982,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet bioplastique,43,43,70,56.95,0.41,http://www.atelierdugobelet.fr/fr/gobelet-en-carton/625-gobelet-carton-20cl-sans-couvercle.html,0,0,0.00,1,30600,"[0,0,50,50,100,50,50,100,50,50,50,50]",1584391813,"Image pack, Site links, Video Carousel"
ceinture porte biere,40,40,110,78.32,0.56,http://www.atelierdugobelet.fr/fr/398-porte-gobelet,0,0,0.00,1,142000,"[14,24,19,81,81,52,33,100,81,43,100,67]",1584295101,"Image pack, Reviews, Video Carousel"
eco verre ecocup,6,6,90,65.21,0.67,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,21300,"[67,33,33,100,100,67,100,33,33,33,33,67]",1583360745,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads"
création avec des gobelets en plastique,20,20,70,65.81,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.06,779000,"[14,14,14,14,29,14,100,29,14,29,57,14]",1582994313,"Image pack, Reviews, Video, Featured snippet, AdWords bottom"
gabarit,82,0,6600,93.57,0.18,http://www.atelierdugobelet.fr/fr/fiches-techniques-gabarits,0,0,0.00,0.04,11500000,"[67,100,81,81,81,81,67,81,100,100,81,100]",1584602142,"Instant answer, Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
impression digitale,24,24,140,61.33,1.36,http://www.atelierdugobelet.fr/fr/delai-j10-j15/4689-gobelet-photo-impression-quadri-sup-a-100ex.html,0,0,0.00,0.26,13400000,"[67,67,52,52,52,67,52,100,81,100,67,100]",1584249008,"Knowledge panel, Local pack, Site links, Featured snippet, AdWords bottom, Video Carousel, FAQ"
ecocup pichet,7,7,50,66.84,0.37,http://www.atelierdugobelet.fr/fr/399-pichet-carafe,0,0,0.00,1,68,"[0,0,0,0,0,0,25,25,75,75,25,100]",1584563142,"Image pack, Site links, Reviews, AdWords bottom"
ecocup pichet,6,6,50,66.84,0.37,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,68,"[0,0,0,0,0,0,25,25,75,75,25,100]",1584563142,"Image pack, Site links, Reviews, AdWords bottom"
gobelet plastique rouge,30,30,110,75.34,0.30,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,850000,"[29,53,41,53,65,65,65,53,100,82,100,65]",1584236853,"Image pack, Reviews, Video, Video Carousel"
delai vistaprint,16,16,70,84.96,2.11,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.16,81,"[25,25,25,25,100,25,25,25,25,25,25,25]",1584516065,"Image pack, Reviews, Featured snippet, AdWords top, FAQ"
verif 85,50,50,210,78.69,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0,69,"[66,66,66,66,66,66,66,100,66,66,66,100]",1584185394,Reviews
tour de cou marque,51,51,50,73.57,0.69,http://www.atelierdugobelet.fr/fr/porte-gobelets/966-porte-gobelet-tour-de-cou-avec-notre-marque-le-moins-cher.html,0,0,0.00,1,35300000,"[100,33,33,33,100,67,100,67,100,33,33,33]",1583192992,"Image pack, Site links, Reviews, Featured snippet"
badge personnalisé à l unité,15,15,110,60.23,1.00,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1532-badge-rond-personnalise.html,0,0,0.00,1,581000,"[54,42,100,100,35,35,27,27,19,15,35,27]",1583341642,"Image pack, Site links, Reviews, AdWords top"
gobelet jetable ecologique,32,32,50,65.14,0.41,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.98,25400,"[22,11,11,11,11,56,11,11,22,56,100,22]",1583926058,"Image pack, Site links, Reviews, Shopping ads"
eco cup nantes,3,3,40,60.52,0.89,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.79,627000,"[0,0,0,0,0,0,0,25,100,25,50,25]",1584160106,"Image pack, Site links, Video, AdWords top"
gobelet bleu ciel,91,91,40,74.43,0.00,http://www.atelierdugobelet.fr/fr/bracelet-tyvek-personnalise/554-bracelet-tyvek-vierge-25-mm.html,0,0,0.00,0.92,538000,"[100,14,14,29,14,14,29,14,29,29,14,71]",1583470846,"Image pack, Reviews, Shopping ads"
modele arbre a empreinte a imprimer,65,65,50,62.89,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,0.67,73,"[100,0,0,100,100,100,100,0,100,100,100,100]",1582765299,"Image pack, Reviews, Video, Shopping ads"
gobelet jus de fruit,71,71,70,71.51,0.00,http://www.atelierdugobelet.fr/fr/imprim-et-com/17441-gobelet-reutilisable-visuel-standard.html,0,0,0.00,1,275000,"[22,11,78,11,11,78,22,11,100,100,33,11]",1583484528,"Image pack, Reviews, Video, Shopping ads"
sublimation gobelet,47,47,90,61.09,0.40,http://www.atelierdugobelet.fr/fr/bracelets-textiles/54-bracelets-textiles-tisses.html,0,0,0.00,1,614000,"[0,0,0,0,0,0,0,0,100,29,14,29]",1582526002,"Image pack, Site links, Reviews, Video Carousel"
eco cup 30,29,29,70,57.21,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,169000000,"[0,0,50,25,100,25,25,25,75,50,0,25]",1584316947,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
badge transport,80,80,90,71.81,0.00,http://www.atelierdugobelet.fr/fr/badge-magnet/3062-badge-bouton-o-25mm-pin-s.html,0,0,0.00,0,291000000,"[0,0,40,40,0,20,20,0,0,100,20,0]",1582387238,"Image pack, Site links, Reviews, Video"
33cl en g,50,50,390,80.1,0.00,http://www.atelierdugobelet.fr/it/delai-j15/1069-bicchiere-personalizzate-25-cl-1-colore-d-10-giorni.html,0,0,0.00,0.01,594000,"[54,54,54,54,66,54,44,54,54,66,54,100]",1583810865,"Reviews, Featured snippet, People also ask"
badge 38mm,25,25,50,59.87,0.40,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1540-badge-rond-personnalise.html,0,0,0.00,1,82,"[100,100,100,100,100,100,100,100,100,100,100,100]",1583979631,"Image pack, Reviews, Video"
bracelet silicone à l unité,24,24,40,53.37,0.88,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,0,0,0.00,1,578000,"[33,33,33,33,33,67,100,100,33,33,33,33]",1583157281,"Image pack, Site links, Reviews"
bracelet carton,95,95,40,65.54,0.00,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,0.97,19200000,"[22,56,11,78,22,11,11,100,56,56,22,11]",1582510573,"Image pack, Reviews, Video Carousel"
pichet chouette,99,99,90,59.73,0.00,http://www.atelierdugobelet.fr/fr/399-pichet-carafe,0,0,0.00,0.76,97,"[0,0,14,100,14,29,57,14,14,14,14,14]",1583141249,"Image pack, Reviews, Video"
carton avec couvercle,56,56,110,68.78,0.55,http://www.atelierdugobelet.fr/fr/gobelet-en-carton/626-gobelet-carton-20cl-avec-couvercle.html,0,0,0.00,1,6240000,"[43,52,43,43,33,52,33,52,100,67,67,67]",1582302476,"Image pack, Reviews, Video Carousel"
vistaprint temps de livraison,64,64,50,85,0.84,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.17,56500,"[14,14,14,29,29,71,14,100,14,29,14,14]",1584166109,"Reviews, Featured snippet, AdWords top, FAQ"
tasse café gobelet,32,32,50,72.53,0.00,http://www.atelierdugobelet.fr/fr/406-gobelets-mugs,0,0,0.00,0.93,2370000,"[14,14,29,14,14,14,100,14,14,14,14,29]",1582967947,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet pour biere,13,13,40,65.02,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.74,1700000,"[25,50,75,25,75,100,25,25,25,50,25,25]",1582572745,"Image pack, Reviews, AdWords bottom, Video Carousel"
badge porte,69,69,260,75.51,0.55,http://www.atelierdugobelet.fr/en/produits-evenementiels/1170-porte-badge-evenementiel-pour-badge.html,0,0,0.00,1,30300000,"[44,36,54,44,54,44,54,67,82,100,82,67]",1583853769,"Image pack, Site links, Reviews, Video Carousel"
timbale gobelet,14,14,90,61.77,0.18,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,94200,"[64,79,64,50,50,79,79,100,79,79,64,64]",1582514644,"Knowledge panel, Image pack, Site links, Reviews, Image, Shopping ads, Video Carousel"
personnaliser verre biere,29,29,40,58.6,0.51,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,2470000,"[22,11,100,11,56,11,11,56,11,11,56,22]",1583186942,"Image pack, Reviews, Featured snippet, AdWords top, AdWords bottom, Shopping ads"
petit gobelet,60,60,50,79.6,0.23,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.94,11600000,"[2,2,15,2,15,6,2,6,4,2,100,81]",1583445386,"Image pack, Site links, Reviews, Image, Video Carousel"
gobelet marron,50,50,70,68.3,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,912000,"[22,11,11,11,11,11,11,11,78,100,11,11]",1582823754,"Image pack, Reviews, Shopping ads"
cool plast,84,84,90,68.49,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0,16500000,"[14,14,0,14,100,0,14,100,0,0,29,0]",1584320007,"Knowledge panel, Image pack, Site links, Video"
avenue des gobelets nantes,27,27,50,79.13,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0,483000,"[11,11,11,11,0,11,11,100,11,11,22,11]",1584345498,"Image pack, Reviews"
canette perso,27,27,50,66.31,0.00,http://www.atelierdugobelet.fr/fr/417-objet-personnalise-evenementiel,0,0,0.00,0,698000,"[20,20,0,40,0,0,20,20,0,40,100,20]",1583128451,"Image pack, Reviews, Video"
pronostic allemagne suede,56,56,140,61.9,0.00,http://www.atelierdugobelet.fr/fr/coupe-du-monde-feminine-de-football-france-2019/16661-gobelet-rencontre-coupe-du-monde-2019.html,0,0,0.00,0,86,"[1,0,1,1,0,100,1,1,1,1,1,1]",1582284842,"Image pack, Site links, Video Carousel"
verre biere personnalisé professionnel,30,30,90,56.08,0.49,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,87,"[64,29,79,79,79,64,50,50,79,79,79,100]",1582368760,"Image pack, Reviews, Image, AdWords bottom"
imprimer sur un mug,56,56,40,77.96,0.77,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,1,1850000,"[20,100,20,100,40,40,20,60,20,20,20,80]",1584252929,"Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel, FAQ"
arbre a empreinte a telecharger gratuitement,20,20,40,67.34,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,0.09,0,"[14,14,14,14,14,71,29,43,14,14,71,100]",1583281197,"Image pack, Reviews, Video"
gobelet ecocup personnalisable,4,4,50,62.67,0.85,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,100,"[100,11,0,0,0,0,11,33,0,0,11,11]",1583492245,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
fiche technique illustrator,26,26,50,71.78,0.00,http://www.atelierdugobelet.fr/it/fiches-techniques-gabarits,0,0,0.00,0,284000,"[100,20,20,20,60,40,20,20,60,20,60,40]",1583787953,"Image pack, Site links, Reviews, Video Carousel"
badge a epingle,33,33,40,69.01,0.46,http://www.atelierdugobelet.fr/fr/bage-bouton-avec-epingle/1544-badge-rond-personnalise.html,0,0,0.00,1,177000,"[14,14,29,14,100,14,71,14,14,14,43,14]",1583447275,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
atelier retouche,43,43,110,78.27,0.85,http://www.atelierdugobelet.fr/fr/services/8083-retouche-du-visuel.html,0,0,0.00,0.02,3860000,"[82,53,65,65,65,53,100,53,53,82,65,82]",1583616396,"Local pack, Reviews, Video"
tee shirt homme epais,43,43,40,69.75,0.40,http://www.atelierdugobelet.fr/fr/t-shirt-homme/230-t-shirt-homme-epais.html,0,0,0.00,1,112000,"[29,14,57,71,14,14,14,14,14,100,14,43]",1583395119,"Image pack, Site links, Reviews, Shopping ads"
415 tee shirt,53,53,70,64.79,0.00,http://www.atelierdugobelet.fr/fr/415-textile,0,0,0.00,0.59,6330000,"[29,14,100,43,14,14,14,29,14,29,14,14]",1582902590,"Image pack, Site links, Reviews"
timbale verre,31,31,210,76.48,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,212000,"[53,44,53,66,66,81,81,81,81,81,100,66]",1584046760,"Image pack, Site links, Reviews"
jetons plastiques,51,51,260,76.53,0.55,http://www.atelierdugobelet.fr/fr/416-jeton,0,0,0.00,1,195000,"[66,66,100,81,100,100,81,81,81,81,100,53]",1583865092,"Image pack, Reviews"
lots kermesse ecolo,50,50,140,72.25,0.46,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.99,93,"[34,100,53,81,53,22,9,22,22,22,13,81]",1584439906,"Image pack, Reviews, AdWords top, Shopping ads"
impression mini photo,27,27,70,72.63,1.16,http://www.atelierdugobelet.fr/fr/mug-personnalise/1111-mini-mug.html,0,0,0.00,1,98100000,"[25,50,25,25,25,50,25,25,25,25,25,100]",1582347597,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
verre à bière personnalisé,53,53,1300,70.16,0.46,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,5570000,"[25,25,20,34,83,20,20,34,34,83,100,30]",1584533020,"Image pack, Reviews, Image, AdWords top, AdWords bottom, Shopping ads"
silicone de couleur,47,47,110,75.77,0.11,http://www.atelierdugobelet.fr/fr/bracelet-silicone/1348-bracelet-silicone-marque.html,0,0,0.00,1,25100000,"[100,79,100,79,100,64,79,79,100,79,100,100]",1582402402,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
bracelet festival personnalisé,75,75,90,59.79,1.46,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.95,544000,"[21,7,7,7,14,7,7,100,7,7,7,7]",1583973393,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
numérotation devis,86,86,70,70.95,1.62,http://www.atelierdugobelet.fr/fr/bracelet-tyvek-personnalise/613-bracelet-tyvek-numerote.html,0,0,0.00,0.05,165000,"[50,50,50,50,50,50,50,50,50,50,50,100]",1584176605,"Image pack, Reviews, Video Carousel"
bracelet entrée,25,25,50,66.28,1.25,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,15600000,"[9,9,9,100,9,9,82,9,9,9,9,9]",1583972354,"Image pack, Site links, Reviews, Shopping ads"
mug losc,71,71,40,74.75,0.17,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,87,"[100,27,18,9,18,9,64,9,9,9,9,18]",1583778409,"Image pack, Reviews, Video"
gobelet carton,78,83,2900,74.23,0.67,http://www.atelierdugobelet.fr/fr/397-gobelet-en-carton,0,0,0.00,1,1360000,"[43,66,55,55,82,66,55,82,82,82,66,100]",1584615540,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
atelier 3000,24,24,70,69.39,0.00,http://www.atelierdugobelet.fr/fr/395-quantite-de-plus-de-3000-exemplaires,0,0,0.00,0,94500000,"[14,14,14,100,14,14,57,29,14,14,14,14]",1583492296,"Knowledge panel, Image pack, Site links, Reviews, Video"
bracelet silicone marquage,16,16,50,58.52,0.97,http://www.atelierdugobelet.fr/fr/bracelet-silicone/1353-bracelet-silicone-marquage-en-creux.html,0,0,0.00,1,226000,"[0,0,3,3,5,3,18,100,3,3,28,3]",1583391890,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads"
bracelet textile,20,20,50,61.02,0.74,http://www.atelierdugobelet.fr/fr/bracelets-textiles/1356-bracelet-textile-tisse-commande-5000ex.html,0,0,0.00,1,122000000,"[100,14,14,14,14,14,14,14,14,14,14,14]",1582872529,"Image pack, Reviews, Video Carousel"
vente de gobelet en plastique,15,15,70,81.51,0.46,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,0,"[0,0,0,33,33,33,33,33,33,100,33,33]",1583313143,"Reviews, AdWords top, AdWords bottom, Shopping ads"
briquet electronique,74,74,480,78.82,0.19,http://www.atelierdugobelet.fr/de/briquet-mecanique/222-briquet-electronique-decapsuleur.html,0,0,0.00,1,1930000,"[39,39,32,39,48,48,48,48,48,72,100,59]",1584331689,"Local pack, Image pack, Site links, Reviews, Video Carousel"
écoverre,10,10,50,64.66,1.02,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.57,98,"[80,20,20,20,20,20,100,20,20,20,60,20]",1583850440,"Image pack, Site links, Reviews, Video"
arbre de mariage,24,24,140,74.58,0.27,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,33600000,"[27,27,42,42,81,65,100,81,65,54,35,35]",1584010792,"Image pack, Reviews, Video Carousel"
gobelet plastique personnalisé maternelle,13,13,50,73.8,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,28,"[14,14,29,14,43,43,100,14,14,14,29,100]",1583885259,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
gobelets green cup,90,90,170,73.12,0.41,http://www.atelierdugobelet.fr/en/gobelets-25cl/622-gobelet-vierge-25cl.html,0,0,0.00,0.99,379000,"[81,81,81,81,100,81,52,67,52,67,67,100]",1583900981,"Knowledge panel, Image pack, Site links, Reviews, Shopping ads, Video Carousel"
arbre à photos,96,96,170,84.47,0.16,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,109000000,"[66,28,28,28,53,34,44,81,100,81,100,81]",1583799786,"Image pack, Reviews, Video, Shopping ads"
bracelet plastique personnalisé petite quantité,36,36,40,60.34,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.43,1570000,"[20,0,100,20,20,40,20,20,0,20,0,20]",1583395304,"Image pack, Reviews"
tour de cou impression,31,31,50,64.65,0.64,http://www.atelierdugobelet.fr/fr/porte-gobelets/1041-porte-gobelet-tour-de-cou-impression-3-couleurs-ou-plus.html,0,0,0.00,0.95,10600000,"[0,0,0,0,100,100,33,33,33,33,67,33]",1583607809,"Image pack, Reviews, AdWords top, Shopping ads"
decapsuleur une main,77,77,50,74.13,0.00,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/3350-badge-decapsuleur-o-56mm.html,0,0,0.00,0.94,589000,"[14,57,43,14,14,57,100,14,0,29,29,29]",1584165278,"Image pack, Reviews, Shopping ads, Video Carousel, FAQ"
ecocup logo,6,6,70,58.4,1.13,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.31,184000,"[100,100,33,33,33,33,33,33,33,33,33,33]",1582590123,"Image pack, Site links, Reviews, AdWords top"
vistaprint delais livraison,17,17,110,68.14,2.05,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.15,65,"[81,100,67,52,67,43,52,33,24,24,67,43]",1583327594,"Image pack, Reviews, Featured snippet, AdWords top"
arbre a empreinte mariage,30,26,260,75.11,0.12,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,96,"[54,54,54,67,82,100,100,67,54,36,13,54]",1584651715,"Image pack, Reviews, Video Carousel"
faire des ecocup,4,4,40,60.84,0.55,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.68,53700,"[20,20,20,20,20,40,20,60,20,20,100,80]",1582675705,"Site links, Reviews"
t shirt epais,35,35,140,67.45,0.29,http://www.atelierdugobelet.fr/fr/textile/237-t-shirt-femme-epais.html,0,0,0.00,1,11500000,"[67,52,52,67,67,81,100,100,67,43,67,52]",1582658200,"Image pack, Site links, Reviews, Shopping ads"
gobelet vert,31,31,50,79.1,0.35,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,6610000,"[11,78,11,100,11,22,11,11,11,33,33,11]",1584054481,"Image pack, Reviews, Shopping ads"
gobelet plastique 25 cl,27,27,110,75.67,0.37,http://www.atelierdugobelet.fr/fr/gobelets-25cl/622-gobelet-vierge-25cl.html,0,0,0.00,1,240000,"[67,100,100,81,67,52,52,52,33,33,24,52]",1584255899,"Image pack, Reviews, Shopping ads"
gobelet plastique 25 cl,28,28,110,75.67,0.37,http://www.atelierdugobelet.fr/fr/quantite-de-plus-de-5000-exemplaires/533-gobelets-25cl.html,0,0,0.00,1,240000,"[67,100,100,81,67,52,52,52,33,33,24,52]",1584255899,"Image pack, Reviews, Shopping ads"
monsieur gobelet,29,29,70,84.49,0.00,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,0,0,0.00,0.67,755000,"[0,0,29,14,14,100,14,14,14,14,29,14]",1584190947,"Site links, Reviews, Video Carousel"
ballon de baudruche personnalisé,41,41,210,63.94,0.89,http://www.atelierdugobelet.fr/fr/produits-evenementiels/1667-ballon-de-baudruche-personnalise.html,0,0,0.00,1,69400,"[81,65,81,100,100,100,81,65,65,81,65,42]",1583716784,"Image pack, Site links, Reviews, Video, Shopping ads"
ecovere,3,3,40,75.05,0.00,http://www.atelierdugobelet.fr/en/atelier-du-gobelet/2669-gobelet-ecoverre-30cl.html,0,0,0.00,0.57,87,"[20,20,20,20,100,20,20,20,20,20,20,20]",1584065136,"Image pack, Site links, Reviews, Video, AdWords top, Video Carousel"
mug pub,65,65,40,47.53,1.37,http://www.atelierdugobelet.fr/fr/396-mug,0,0,0.00,0.76,27200000,"[43,100,14,14,43,14,14,29,43,14,14,14]",1582216202,"Local pack, Image pack, Reviews, AdWords top, AdWords bottom, Video Carousel"
pichet bière quantité,36,36,50,69.06,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.36,114000,"[20,100,20,80,80,20,20,20,20,40,20,20]",1582778482,"Site links, Reviews, Featured snippet, Shopping ads, People also ask"
15 jours ouvrés,39,39,260,85.09,0.00,http://www.atelierdugobelet.fr/de/quantite-de-300-a-3000-exemplaires/535-gobelets-personnalises-50-cl-impression-2-couleurs-j15-jours-ouvres.html,0,0,0.00,0,28200000,"[81,100,100,100,81,100,65,81,100,100,100,100]",1584359917,"Knowledge panel, Site links, Video Carousel, People also ask, FAQ"
