Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
dalvin villeurbanne,8,8,40,78.39,1.50,https://wobz.fr/,0,0,0.00,0.04,53,"[0,0,0,0,0,0,0,65,100,12,12,12]",1582538175,"Knowledge panel, Image pack, Site links, Reviews, Video"
70 ans noces de,69,69,40,80.12,0.00,https://wobz.fr/gobelet-personnalise-noces-de-platine-70-ans.html,0,0,0.00,0,3500000,"[20,100,100,20,20,80,20,100,20,20,20,20]",1583938441,"Image pack, Site links, Reviews, Featured snippet, Video Carousel, People also ask"
mug plastique personnalisé,87,87,110,68,0.59,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,491000,"[43,33,24,33,43,24,67,100,67,52,67,81]",1583413497,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
flute a champagne en plastique,49,49,90,80.27,0.38,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,294000,"[14,100,14,14,57,14,14,14,43,43,14,14]",1583340197,"Image pack, Reviews, AdWords top, Shopping ads"
coupe champagne plastique reutilisable,81,81,70,56.16,0.30,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,99,"[20,100,60,20,20,60,20,20,20,20,20,20]",1583059001,"Image pack, Site links, Reviews, AdWords bottom"
verre a vin réutilisable personnalisé,29,0,40,63.76,0.62,https://wobz.fr/verres-personnalises-en-tritan/verres-a-vin-personnalises-en-plastique.html,0,0,0.00,1,87,"[0,0,0,0,22,22,11,11,33,11,100,22]",1584588260,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
gobelets personnalisés mariage pas cher,24,24,70,59.88,0.66,https://wobz.fr/gobelet-mariage-bouquet-de-fleurs.html,0,0,0.00,1,72,"[40,40,40,0,40,20,100,20,20,20,20,20]",1582439310,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre cabernet,27,27,40,72.93,0.29,https://wobz.fr/verre-a-vin-personnalise-cabernet-en-plastique-qualite-photo.html,0,0,0.00,1,505000,"[22,22,33,33,33,100,33,33,33,44,56,56]",1583203742,"Image pack, Reviews, Video"
coffret de biere pas cher,69,69,90,71.33,0.20,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,5820000,"[33,33,33,100,33,33,33,67,33,33,33,33]",1582622015,"Local pack, Image pack, Reviews, Video, AdWords top, Shopping ads"
gourde en verre incassable,48,48,110,65.01,0.17,https://wobz.fr/gobelets-thematiques,0,0,0.00,1,53,"[14,24,43,43,33,52,100,67,100,52,52,81]",1583107131,"Image pack, Site links, Reviews, Shopping ads"
ecocup mariage,20,20,1000,64.15,0.47,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,73,"[55,63,63,63,81,100,81,63,63,37,30,100]",1584454744,"Image pack, Site links, Reviews, Shopping ads"
coffret vin st emilion,68,68,90,70.5,1.42,https://wobz.fr/coffrets/coffrets-a-vin.html,0,0,0.00,1,263000,"[33,33,33,33,67,0,33,33,0,67,100,33]",1583744316,"Local pack, Image pack, Reviews, AdWords bottom, Shopping ads"
coffret biere personnalisé,22,26,170,68.37,0.37,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,91,"[19,19,19,35,54,15,15,15,29,81,100,15]",1584633335,"Image pack, Reviews, Image"
coffret cadeau vin personnalise,46,46,40,63.86,0.91,https://wobz.fr/coffrets.html,0,0,0.00,1,880000,"[44,3,3,6,22,3,6,3,6,9,3,100]",1582739688,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
verre de vin en plastique,27,0,40,74.1,0.57,https://wobz.fr/verre-a-vin-pool-party-vierge-en-plastique.html,0,0,0.00,1,9120000,"[14,100,14,14,43,14,14,14,14,14,14,29]",1584578445,"Image pack, Reviews, Video"
verre personnalisée,25,25,260,70.66,0.50,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,1,43400000,"[35,44,44,54,67,54,54,54,54,81,100,54]",1584554812,"Image pack, Site links, Reviews, Video Carousel"
image communion personnalisee,85,85,90,68.7,0.00,https://wobz.fr/gobelets-thematiques,0,0,0.00,1,0,"[2,2,2,2,2,100,2,2,12,2,2,2]",1583243066,"Image pack, Reviews, Video, Shopping ads"
gobelet réutilisable gradué,58,58,50,55.88,1.96,https://wobz.fr/gobelet-personnalise-blanc-25cl-qualite-photo.html,0,0,0.00,1,96,"[0,0,0,0,67,33,33,33,33,100,33,33]",1582352526,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
gobelet plastique prenom,21,21,210,70.93,0.29,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,98,"[6,3,5,6,10,30,100,82,24,8,5,6]",1584338630,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ"
coffret vin personnalisé,46,46,320,69.03,0.81,https://wobz.fr/coffrets/coffrets-a-vin.html,0,0,0.00,1,487000,"[36,29,36,36,54,81,44,36,44,66,81,100]",1583913710,"Image pack, Reviews, AdWords top, Shopping ads, Video Carousel"
team de la future mariée,59,59,50,58.39,0.00,https://wobz.fr/gobelet-personnalise-pour-evjf-robe-mariee.html,0,0,0.00,1,3620000,"[0,33,33,67,100,33,33,33,33,33,0,33]",1582872553,"Image pack, Site links, Reviews, Video, Shopping ads"
jumeaux shop,56,56,880,66.89,0.42,https://wobz.fr/gobelet-personnalise-pour-naissance-jumeaux.html,0,0,0.00,0.3,92,"[16,100,30,25,37,30,37,30,37,37,37,42]",1584211350,"Knowledge panel, Image pack, Site links, Reviews, FAQ"
shiva mon compte,91,91,880,83.29,0.59,https://wobz.fr/gourdes-personnalisees-tacx-shiva-7cm-500ml.html,0,0,0.00,0,416000,"[37,68,55,68,55,55,45,68,68,77,77,100]",1584273657,"Reviews, FAQ"
gobelets personnalisés pas cher,81,81,210,66.19,1.27,https://wobz.fr/gobelet-mariage-bouquet-de-fleurs.html,0,0,0.00,0.98,365000,"[34,44,81,81,100,81,81,81,100,53,53,34]",1583501117,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
texte 50 ans de mariage,93,93,720,75.08,0.43,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.16,40400000,"[26,39,88,59,72,88,100,88,88,59,32,39]",1584273563,"Image pack, Site links, Reviews, Video Carousel"
verre personnalisable mariage,17,17,70,68.84,0.33,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,1510000,"[20,20,20,20,20,100,20,20,20,60,20,20]",1583966642,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
mariage marocain site,96,96,50,68.46,0.00,https://wobz.fr/gobelet-personnalise-pour-mariage-marocain.html,0,0,0.00,0.14,11100000,"[0,11,11,11,22,11,11,100,11,0,11,11]",1583037043,"Site links, AdWords top, AdWords bottom, Video Carousel"
champagne personnalisé,82,82,320,66.69,0.57,https://wobz.fr/verres-personnalises/flutes-a-champagne-personnalisees.html?___store=wz_fr,0,0,0.00,1,4880000,"[54,54,81,54,67,81,81,54,67,81,81,100]",1583777231,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
verre plastique mariage,25,25,110,61.5,0.21,https://wobz.fr/gobelet-personnalise-mariage-flowers.html,0,0,0.00,1,8950000,"[12,8,8,19,35,35,54,100,65,81,81,42]",1582263482,"Image pack, Site links, Reviews, Video"
effervescence champagne,82,82,40,80.71,0.00,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,0.75,801000,"[20,20,40,80,20,20,40,40,20,20,20,100]",1584055315,"Image pack, Site links, Video Carousel, People also ask"
jeton personnalisé,47,47,210,60.59,0.52,https://wobz.fr/jeton-personnalise/,0,0,0.00,1,240000,"[81,81,100,65,100,100,65,65,81,81,81,65]",1583702812,"Image pack, Site links, Reviews, Video, Shopping ads"
chaud soleil vin maroc,95,95,70,84.56,0.00,https://wobz.fr/gobelet-personnalise-pour-mariage-marocain.html,0,0,0.00,0,2580000,"[100,11,11,11,11,11,11,11,22,11,11,11]",1583447152,"Image pack, Reviews, Video, Image, Video Carousel"
gobelet prenom,22,22,590,70.81,0.16,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,0.99,679000,"[6,6,9,9,21,53,100,68,14,14,14,11]",1584321639,"Image pack, Site links, Reviews, Video"
verre champagne plastique,54,54,110,79.96,0.27,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,4130000,"[41,29,65,82,100,41,53,65,82,65,82,65]",1584478832,"Image pack, Reviews"
gobelet francais,41,41,40,76.17,0.39,https://wobz.fr/,0,0,0.00,1,6690000,"[0,0,0,0,11,11,11,100,11,11,78,100]",1584218651,"Image pack, Site links, Reviews"
verre pour mariage oriental,36,36,50,71.56,0.00,https://wobz.fr/gobelet-personnalise-mariage-oriental.html,0,0,0.00,1,93,"[0,0,40,20,20,20,20,20,20,20,40,100]",1582653715,"Image pack, Site links, Reviews, Video Carousel"
verre à eau plastique,39,39,50,64.75,0.29,https://wobz.fr/verres-personnalises-en-tritan.html,0,0,0.00,1,40600000,"[25,25,25,50,100,25,25,25,25,50,25,75]",1582762556,"Image pack, Reviews, Shopping ads"
flute champagne reutilisable,84,84,40,65.23,0.60,https://wobz.fr/flute-a-champagne-personnalisee.html,0,0,0.00,1,92800,"[0,0,0,0,33,100,33,33,33,33,33,33]",1584381669,"Image pack, Site links, Reviews, Video, Shopping ads"
les gobelets blancs,86,86,50,65.49,0.00,https://wobz.fr/gobelet-personnalise-blanc-25cl-qualite-photo.html,0,0,0.00,0.29,11200000,"[67,33,33,33,100,33,100,33,33,67,33,67]",1582502718,"Image pack, Reviews"
les plus beau verre a biere,42,42,70,75.25,0.17,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html?___store=wz_fr,0,0,0.00,1,6860000,"[14,43,14,14,71,100,14,29,14,14,14,71]",1582658445,"Local pack, Image pack, Site links, Reviews, Video, Featured snippet"
coffret biere noel,97,97,210,76.69,0.72,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,132000,"[1,1,1,1,0,1,1,1,1,8,55,100]",1583532766,"Image pack, Reviews"
impression verre à vin,22,22,50,61.52,0.00,https://wobz.fr/verres-personnalises/verres-a-vin-personnalises.html?___store=wz_fr,0,0,0.00,1,8660000,"[11,11,22,100,11,11,0,22,0,11,78,11]",1584024115,"Image pack, Reviews"
gourde à personnaliser,63,63,140,69.07,1.19,https://wobz.fr/gourdes-personnalisees.html,0,0,0.00,1,3350000,"[15,27,27,35,42,42,35,100,81,100,81,65]",1584273665,"Image pack, Reviews, AdWords top, Video Carousel, FAQ"
a voiture personnalisé,86,86,50,74.81,0.46,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,0.99,20900000,"[20,20,100,20,80,20,20,80,20,80,100,80]",1583919077,"Image pack, Site links, Reviews, AdWords bottom"
verre à vin réutilisable,82,82,70,66.88,0.54,https://wobz.fr/,0,0,0.00,1,648000,"[0,14,29,14,14,14,14,29,14,14,100,57]",1584186885,"Image pack, Site links, Reviews"
bouteille d eau personnalisable,29,29,70,57.02,0.81,https://wobz.fr/bouteille-d-eau-personnalisee.html,0,0,0.00,1,13300000,"[25,25,25,100,50,25,25,25,25,25,25,25]",1582497054,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
verre rhum personnalisé,47,47,90,70.34,0.28,https://wobz.fr/mojito-personnalises,0,0,0.00,1,98,"[9,64,36,36,27,18,9,9,9,9,9,100]",1583503394,"Image pack, Site links, Reviews, Image"
gobelet personnalisable mariage,23,23,170,68.63,0.51,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,65,"[65,81,100,81,100,100,81,81,27,35,27,100]",1584219950,"Image pack, Site links"
verre vin plastique,45,45,140,74.2,0.33,https://wobz.fr/verres-personnalises-en-tritan/verres-a-vin-personnalises-en-plastique.html,0,0,0.00,1,8880000,"[43,52,43,43,24,52,67,100,100,67,67,67]",1582207942,"Image pack, Reviews, Video, AdWords top, Shopping ads"
verre de tous les jours,37,37,70,85.77,0.00,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,0.98,105000000,"[100,18,27,27,9,9,27,18,9,9,9,9]",1582508071,"Image pack, Site links, Reviews, Shopping ads, Video Carousel, People also ask"
flûte à champagne personnalisée,26,26,70,72.85,0.41,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,310000,"[33,33,33,100,33,33,33,33,33,67,33,33]",1583933523,"Image pack, Reviews, Video"
mentions légales politique de confidentialité rgpd,98,98,40,57.32,0.39,https://wobz.fr/politique-de-confidentialite,0,0,0.00,0.32,68200000,"[11,11,78,11,11,11,22,78,11,100,33,11]",1582622044,"Site links, Reviews, Featured snippet, AdWords top, People also ask"
champagne girly,51,51,50,70.54,0.00,https://wobz.fr/gobelet-personnalise-pour-evjf-girly.html,0,0,0.00,0.46,12300000,"[0,11,44,11,0,11,11,100,11,11,11,11]",1583177927,"Image pack, Reviews, Video, Image"
gobelet mariage pas cher,29,29,110,64.64,0.56,https://wobz.fr/gobelets-pre-personnalises/mariage.html,0,0,0.00,1,564000,"[65,53,82,65,82,82,100,53,41,41,24,29]",1582888909,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre champagne personnalisé,24,24,90,73.62,0.47,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,1100000,"[43,14,14,43,14,43,14,43,14,100,14,29]",1583969882,"Image pack, Reviews, AdWords top, Video Carousel"
personnaliser des verres à vin,18,18,70,66,0.43,https://wobz.fr/verres-personnalises/verres-a-vin-personnalises.html?___store=wz_fr,0,0,0.00,1,6740000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1584422872,"Site links, Reviews, Featured snippet, Video Carousel"
pot en verre personnalisé,52,52,70,66.81,0.40,https://wobz.fr/gobelet-corporate-pot.html,0,0,0.00,1,1500000,"[25,25,25,25,100,25,50,100,75,50,25,25]",1583983047,"Image pack, Reviews, Video Carousel"
iml impression,28,28,50,39.52,1.35,https://wobz.fr/gobelet-personnalise-50-cl-iml.html,0,0,0.00,0.15,689000,"[60,20,20,40,40,100,60,20,40,20,40,20]",1584043204,"Image pack, Site links, Video Carousel"
verre plastique mariage personnalisé,17,17,40,65.64,0.41,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,1,2810000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583850666,"Image pack, Site links, Reviews, Video"
bouteille eau verre personnalisée,47,47,90,63.16,0.62,https://wobz.fr/bouteille-d-eau-personnalisee.html,0,0,0.00,1,5120000,"[0,56,11,22,100,44,56,22,22,11,33,11]",1582567938,"Image pack, Site links, Reviews"
noces d eau,65,65,260,82.3,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0,14700000,"[67,54,54,67,82,100,100,82,54,67,67,54]",1584215977,"Image pack, Reviews, Featured snippet"
gourde personnalisée,63,0,3600,68.35,1.34,https://wobz.fr/gourdes-personnalisees,0,0,0.00,1,4250000,"[15,24,24,36,55,55,55,82,67,100,100,55]",1584626398,"Image pack, Reviews, AdWords top, FAQ"
coffret verre champagne,30,30,90,81.17,0.28,https://wobz.fr/coffret-champagne-canard-duchene-et-verres-a-vin-en-verre.html,0,0,0.00,1,1320000,"[0,20,20,20,20,100,40,20,20,80,20,40]",1583711965,"Local pack, Image pack, Site links, Reviews, Shopping ads"
verre à vin personnalisé,39,39,590,70.34,0.43,https://wobz.fr/verres-personnalises/verres-a-vin-personnalises.html,0,0,0.00,1,11400000,"[20,20,20,24,37,20,24,24,30,63,100,30]",1584269954,"Image pack, Site links, Reviews, Image, Shopping ads, Video Carousel"
en verre,85,85,140,76.69,0.00,https://wobz.fr/verres-personnalises-en-verre,0,0,0.00,0.4,176000000,"[54,42,42,42,54,35,54,54,100,65,81,65]",1582484526,"Top stories, Image pack, Site links, Reviews, People also ask"
cl 33,26,26,90,82.54,0.00,https://wobz.fr/gobelet-personnalise-33-cl-iml.html,0,0,0.00,0,1270000000,"[100,0,11,0,0,33,22,22,11,33,0,56]",1584165107,"Image pack, Reviews, Video Carousel"
texte pour noces de platine,28,28,90,74.92,0.00,https://wobz.fr/gobelet-personnalise-noces-de-platine-70-ans.html,0,0,0.00,0.05,656000,"[100,33,33,33,33,67,33,33,67,33,100,67]",1583192831,"Image pack, Reviews, Featured snippet"
shaker cocktail personnalisé,80,80,50,64.37,0.40,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html,0,0,0.00,1,215000,"[14,14,57,43,43,100,14,14,14,14,14,14]",1583257123,"Image pack, Reviews"
verre a bière personnalisé,44,44,40,56.44,1.57,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html?___store=wz_fr,0,0,0.00,1,597000,"[3,2,13,3,1,1,5,3,100,2,3,1]",1582366641,"Image pack, Reviews"
ibiza rose,45,45,90,71.12,0.00,https://wobz.fr/gobelet-personnalise-evjf-ibiza-rose.html,0,0,0.00,0.16,30900000,"[33,33,33,67,100,33,67,33,33,67,33,33]",1583466069,"Image pack, Site links, Reviews"
message 50 ans,93,93,720,79.65,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0,280000000,"[48,72,72,88,100,88,72,72,88,88,59,59]",1584273718,"Image pack, Site links, Reviews, Featured snippet"
gobelet plastique personnalisé ecole,38,38,210,63.88,0.55,https://wobz.fr/gobelets-thematiques.html,0,0,0.00,1,67,"[1,1,1,3,10,55,100,82,10,6,6,6]",1584176673,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
evjf ibiza,36,36,140,48.84,0.28,https://wobz.fr/gobelet-personnalise-evjf-ibiza-rose.html,0,0,0.00,0.29,85,"[67,43,52,52,52,52,67,67,81,100,67,67]",1583249351,"Image pack, Reviews, AdWords bottom, Video Carousel"
texte invitation evg,34,34,70,74.82,0.00,https://wobz.fr/gobelet-personnalise-evg-party.html,0,0,0.00,0.39,85,"[33,100,33,100,33,33,33,33,0,33,33,33]",1583013137,"Image pack, Reviews, Video, Featured snippet"
gobelets personnalisés anniversaire,19,19,40,59.72,0.88,https://www.wobz.fr/gobelets-thematiques/anniversaire.html,0,0,0.00,0.98,324000,"[29,100,57,71,71,43,57,71,57,57,43,29]",1584513810,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
dor et platine shop,58,58,110,69.39,0.00,https://wobz.fr/gobelet-personnalise-noces-de-platine-70-ans.html,0,0,0.00,0.98,91,"[43,52,33,19,24,67,43,43,43,81,67,100]",1582355273,"Image pack, Site links, Reviews, Video, Shopping ads"
couleur personnalisé,35,35,90,66.82,0.00,https://wobz.fr/gobelet-personnalise-translucide-25cl-serigraphie-1-couleur.html,0,0,0.00,0.86,172000000,"[50,50,50,50,50,100,50,50,50,50,50,50]",1584160044,"Image pack, Reviews"
couronne mariage fleurs,83,83,110,77.24,0.32,https://wobz.fr/gobelet-personnalise-mariage-en-couronne-de-fleurs.html,0,0,0.00,1,13400000,"[41,65,82,53,65,53,65,100,82,82,65,53]",1583699299,"Local pack, Image pack, Site links, Reviews, Video Carousel"
costume pour evg,48,48,40,74.56,0.00,https://wobz.fr/gobelet-personnalise-evg-party.html,0,0,0.00,1,243000,"[0,25,50,25,25,50,25,25,50,25,100,25]",1583551708,"Image pack, Site links, Reviews, Shopping ads"
coffret biere plus verre,87,87,90,70.21,0.51,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,2740000,"[25,75,25,25,25,50,25,100,25,25,25,25]",1583129510,"Image pack, Reviews"
verre a cocktail mojito,18,18,70,85.45,0.39,https://wobz.fr/verre-mojito-personnalise-blanc.html,0,0,0.00,1,552000,"[11,11,100,11,11,11,33,11,22,22,11,44]",1583975688,"Reviews, Featured snippet, Image, Shopping ads, Video Carousel"
alliance 50 ans de mariage,26,26,40,73.24,0.39,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,1,26200000,"[0,0,0,14,14,57,100,29,14,14,14,14]",1583248388,"Image pack, Reviews, Video, AdWords bottom, Shopping ads, People also ask"
personnalisation verre plastique,24,24,50,64.65,0.00,https://wobz.fr/,0,0,0.00,0.86,8440000,"[25,25,25,50,25,25,100,50,25,100,50,25]",1583397089,"Image pack, Site links, Reviews, Video Carousel"
bouteille réutilisable personnalisée,65,65,90,65.64,0.87,https://wobz.fr/bouteille-d-eau-personnalisee.html,0,0,0.00,1,488000,"[14,14,14,14,14,14,29,14,14,14,100,29]",1583919534,"Image pack, Site links, Reviews"
mot pour 50 ans de mariage,83,83,140,67.25,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0.04,111000000,"[14,10,24,67,52,81,81,100,100,81,67,24]",1582850523,"Image pack, Site links, Reviews, Featured snippet, People also ask"
50 ans noces,41,41,40,80.45,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0,6500000,"[11,11,56,11,11,100,22,11,11,78,100,11]",1582688630,"Knowledge panel, Site links, Reviews, Video Carousel, People also ask"
gobelet anniversaire personnalisé,21,21,50,47.82,0.54,https://wobz.fr/gobelet-anniversaire-cheers.html,0,0,0.00,0.97,550000,"[0,0,0,0,0,0,0,0,0,0,100,50]",1582568640,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet 50 cl,45,45,140,69.46,0.37,https://wobz.fr/gobelet-personnalise-50cl-qualite-photo-impression-7cm.html,0,0,0.00,1,951000,"[43,52,81,67,100,100,67,67,67,67,67,52]",1583314990,"Image pack, Reviews, AdWords top, Shopping ads"
heart in black,52,52,50,82,0.00,https://wobz.fr/gobelet-personnalisable-pour-mariage-black-heart.html,0,0,0.00,0,5160000000,"[0,0,0,100,67,0,0,0,0,0,33,33]",1583729893,"Image pack, Site links, Reviews, Video Carousel"
flute champagne plastique,64,64,880,82.26,0.36,https://wobz.fr/flute-a-champagne-personnalisee-effervescence-en-plastique-qualite-photo.html,0,0,0.00,1,299000,"[59,88,88,88,100,88,88,100,100,88,88,88]",1584498327,"Image pack, Reviews, Shopping ads"
coffret verre a biere personnalisé,20,20,70,62.77,0.50,https://wobz.fr/coffrets.html,0,0,0.00,1,74,"[3,3,3,3,3,6,3,22,13,100,3,34]",1582920466,"Local pack, Image pack, Reviews, Shopping ads"
coffret verre a biere personnalisé,19,19,70,62.77,0.50,https://wobz.fr/coffrets/coffrets-a-biere.html,0,0,0.00,1,74,"[3,3,3,3,3,6,3,22,13,100,3,34]",1582920466,"Local pack, Image pack, Reviews, Shopping ads"
verre bourgogne,72,72,210,79.18,0.21,https://wobz.fr/coffret-cremant-de-bourgogne-et-verres-a-vin-en-verre.html,0,0,0.00,1,13300000,"[36,36,36,36,36,28,44,44,54,54,82,100]",1583494308,"Image pack, Reviews, Video Carousel"
50 cl en verre,98,98,40,70.29,0.00,https://wobz.fr/gobelets-thematiques,0,0,0.00,0.49,15100000,"[2,2,29,23,23,35,6,2,8,2,2,100]",1582815812,"Image pack, Reviews, Featured snippet, People also ask"
noce 50 ans,58,58,880,83.85,0.00,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,0,2170000,"[55,55,68,68,68,77,100,100,68,68,55,55]",1584061549,"Knowledge panel, Reviews, Featured snippet, Video Carousel, People also ask"
verre personnalisé anniversaire,99,99,140,57.12,0.57,https://wobz.fr/gobelet-personnalise-noces-d-or-50-ans.html,0,0,0.00,1,3930000,"[33,24,52,52,81,81,67,67,81,100,52,43]",1582610788,"Image pack, Site links, Reviews, Video"
gobelet plastique personnalisable,85,85,260,65.5,0.90,https://wobz.fr/,0,0,0.00,1,94900,"[36,44,54,44,67,82,100,100,100,67,82,67]",1583890279,"Image pack, Site links, Reviews"
gobelet noir,39,39,140,79.99,0.33,https://wobz.fr/gobelet-personnalise-noir-25cl-serigraphie-1-couleur.html,0,0,0.00,1,10800000,"[43,52,52,52,67,43,43,67,81,67,67,100]",1584356506,"Image pack, Reviews, Shopping ads"
verres personnalisés mariage,22,22,40,61.79,0.49,https://wobz.fr/gobelet-personnalise-mariage-cadre.html,0,0,0.00,1,0,"[3,3,3,5,100,28,54,100,18,3,3,3]",1583284765,"Image pack, Site links, Reviews, Video, AdWords bottom"
gobelet plastique rigide personnalisé,29,29,70,60.02,0.72,https://wobz.fr/gobelet-personnalise-33cl-qualite-photo-impression-7cm.html,0,0,0.00,1,91,"[100,33,33,33,33,33,33,67,100,33,33,33]",1583083071,"Image pack, Site links, Reviews, Shopping ads"
produits personnalisables,45,45,170,71.12,0.42,https://wobz.fr/,0,0,0.00,1,14700000,"[81,65,42,54,35,65,54,42,42,65,65,100]",1584083378,"Site links, Reviews"
gobelet argent,54,54,110,73.95,0.33,https://wobz.fr/gobelet-personnalise-pour-noce-d-argent-25-ans.html,0,0,0.00,1,1660000,"[79,79,79,64,79,79,64,79,79,100,100,100]",1583801975,"Image pack, Reviews, Shopping ads"
couronne de fleur avec prenom,49,49,50,58.24,0.00,https://wobz.fr/gobelet-personnalise-mariage-en-couronne-de-fleurs.html,0,0,0.00,1,8740000,"[0,0,2,3,2,2,5,29,54,100,24,19]",1582469984,"Image pack, Reviews, Shopping ads, Video Carousel"
verre a biere plastique,90,90,170,71.69,0.31,https://wobz.fr/verres-personnalises/verres-a-biere-personnalises.html,0,0,0.00,1,307000,"[42,35,65,65,100,100,100,65,65,54,54,35]",1583586975,"Image pack, Reviews, Video"
porte gobelet festival,74,74,260,64.6,0.56,https://wobz.fr/porte-gobelet-a-accroche-ceinture.html,0,0,0.00,1,458000,"[15,19,29,29,54,100,100,54,44,19,24,29]",1583683144,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
evjf friendly moment,12,12,50,55,0.00,https://wobz.fr/gobelet-personnalise-pour-evjf-friendly.html,0,0,0.00,0.1,50,"[14,100,14,14,14,14,29,14,0,14,43,14]",1582603125,"Image pack, Site links, Reviews"
cigogne naissance,87,87,210,84.69,0.00,https://wobz.fr/gobelet-personnalisable-naissance-effet-brode.html,0,0,0.00,0.99,306000,"[42,35,42,54,35,65,100,100,100,100,100,81]",1583554783,"Image pack, Reviews, Video Carousel"
cadre serigraphie personnalisé,48,48,70,56.07,0.54,https://wobz.fr/gobelet-personnalise-translucide-50cl-serigraphie-2-couleurs.html,0,0,0.00,1,262000,"[0,0,0,0,0,0,100,11,11,11,11,33]",1584328081,"Image pack, Reviews, Video Carousel"
gobelet enfant personnalisé,26,26,170,65.58,0.36,https://wobz.fr/gobelet-personnalise-naissance-chaussons.html,0,0,0.00,1,582000,"[1,4,7,13,24,82,100,44,7,4,7,7]",1584538116,"Image pack, Site links, Reviews, Video, FAQ"
verres à mojito,18,18,210,82.47,0.17,https://wobz.fr/verre-mojito-personnalise-blanc.html,0,0,0.00,1,271000,"[10,19,23,44,81,100,81,35,29,35,81,15]",1584157961,"Image pack, Reviews, Image, Shopping ads"
porte gobelet tour de cou,61,61,480,61.07,1.24,https://wobz.fr/porte-gobelet-a-accroche-ceinture.html,0,0,0.00,1,372000,"[30,44,44,67,82,100,67,44,24,36,36,44]",1584220460,"Image pack, Site links, Reviews, Shopping ads"
mariage theme biere,57,57,50,67.66,0.00,https://wobz.fr/gobelet-personnalise-mariage-car.html,0,0,0.00,0.97,2230000,"[50,25,100,25,25,25,25,25,25,25,50,25]",1584414106,Image pack
