Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
gobeler,3,3,110,76.37,1.08,https://cupkiller.com/,9,0.07,10.00,1,8140000,"[53,65,82,53,65,65,53,53,65,65,100,82]",1582739545,"Knowledge panel, Site links, Reviews"
achat verre plastique reutilisable,2,2,70,57.78,0.72,https://cupkiller.com/,9,0.07,6.00,0.97,1130000,"[100,100,100,100,100,100,100,100,100,100,100,100]",1583234303,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre blanc opaque,8,8,320,84.34,0.17,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,9,0.07,1.00,1,2180000,"[35,44,54,54,67,81,100,67,54,67,81,67]",1584469498,"Image pack, Site links, Reviews"
gobelet à personnaliser,3,3,110,67.06,0.64,https://cupkiller.com/,9,0.07,6.00,1,4490000,"[41,53,65,100,100,82,100,82,53,53,41,100]",1584277727,"Image pack, Site links, Reviews, FAQ"
personnalisation gobelet,4,4,140,63.36,1.01,https://cupkiller.com/,9,0.07,9.00,1,3630000,"[33,33,43,52,67,81,100,81,67,67,52,43]",1583979235,"Image pack, Site links, Reviews, Video Carousel"
gobelet jetable personnalisé petite quantité,2,2,70,51.65,0.84,https://cupkiller.com/,9,0.07,7.00,1,70,"[14,14,14,14,14,100,57,57,14,14,14,14]",1583043131,"Image pack, Site links, Reviews, Shopping ads"
verre de festival,3,3,90,68.71,0.45,https://cupkiller.com/,8,0.06,3.00,1,17700000,"[33,33,100,33,67,33,33,100,67,33,33,33]",1583525413,"Image pack, Site links, Reviews, Video Carousel"
gobelet personnalisé prénom,5,5,170,70.42,0.46,https://cupkiller.com/,8,0.06,3.00,1,899000,"[15,15,23,35,44,67,100,67,44,15,15,23]",1584444173,"Image pack, Site links, Reviews, Video"
timbale personnalisable,3,3,90,65.83,0.41,https://cupkiller.com/,8,0.06,3.00,1,61900,"[9,9,9,9,9,9,9,9,36,27,9,100]",1583836156,"Image pack, Site links, Reviews"
verre personnalisé mariage,2,2,320,65.23,0.39,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,8,0.06,3.00,1,14000000,"[36,44,29,54,81,81,100,66,81,54,44,24]",1584100856,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet plastique dur,5,5,170,76.63,0.38,https://cupkiller.com/,8,0.06,3.00,1,298000,"[42,42,35,42,42,65,81,100,100,65,54,54]",1583622601,"Image pack, Site links, Reviews"
verre plastique prenom,7,7,210,70.96,0.31,https://cupkiller.com/,8,0.06,2.00,1,123000,"[3,5,3,5,6,8,36,100,82,24,16,5]",1584098965,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ"
verre nominatif,3,3,90,72.82,0.40,https://cupkiller.com/,8,0.06,3.00,1,237000,"[20,20,80,100,60,60,20,20,40,20,40,20]",1583357351,"Image pack, Site links, Reviews"
gobelet a imprimer,3,3,90,62.64,0.48,https://cupkiller.com/,8,0.06,3.00,1,418000,"[0,0,0,0,20,20,20,20,100,20,20,20]",1582409334,"Image pack, Site links, Reviews"
gobelet personnalisable petite quantité,3,3,90,62.72,1.85,https://cupkiller.com/,8,0.06,14.00,1,86,"[14,14,14,29,14,100,14,14,14,14,14,14]",1583708559,"Image pack, Site links, Reviews, Shopping ads"
gobelets com,4,4,110,50.18,0.85,https://cupkiller.com/fr/actu//gobeletscom-des-gobelets-pour-les-particuliers-,7,0.05,6.00,0.63,6140000,"[43,33,67,67,100,67,67,67,33,24,33,14]",1582406812,"Image pack, Site links, Reviews"
graffeur lyon,11,11,170,64.35,1.07,https://cupkiller.com/fr/actu/blog/les-graffeurs-lyonnais-,7,0.05,8.00,0.03,56600,"[36,36,28,36,44,100,36,36,44,44,44,44]",1583600775,"Local pack, Image pack"
prix 500 ecocup,4,4,110,67.51,0.59,https://cupkiller.com/,7,0.05,4.00,1,12300,"[43,14,43,43,67,100,67,67,81,67,67,52]",1583470883,"Site links, Reviews, Featured snippet, AdWords top, Shopping ads"
gobelet personnalisable pas cher,4,4,110,67.66,0.68,https://cupkiller.com/,7,0.05,5.00,1,101000,"[29,65,82,82,65,82,82,100,65,65,41,53]",1584160577,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
verre personnalisée,9,9,260,70.66,0.50,https://cupkiller.com/,7,0.05,3.00,1,43400000,"[35,44,44,54,67,54,54,54,54,81,100,54]",1584554812,"Image pack, Site links, Reviews, Video Carousel"
verre personnalisé anniversaire,6,6,140,57.12,0.57,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,7,0.05,3.00,1,3930000,"[33,24,52,52,81,81,67,67,81,100,52,43]",1582610788,"Image pack, Site links, Reviews, Video"
verre personnalisé anniversaire,5,5,140,57.12,0.57,https://cupkiller.com/,7,0.05,3.00,1,3930000,"[33,24,52,52,81,81,67,67,81,100,52,43]",1582610788,"Image pack, Site links, Reviews, Video"
gobelet dessin,11,11,170,74.96,0.00,https://cupkiller.com/,7,0.05,0.00,0.08,1010000,"[19,27,27,15,27,54,100,65,100,100,81,81]",1583839503,"Image pack, Reviews, Video Carousel"
la boutique du gobelet,3,3,70,56.14,0.33,https://cupkiller.com/,6,0.04,2.00,0.27,1360000,"[33,33,67,33,33,33,33,100,33,33,33,33]",1582659948,"Knowledge panel, Image pack, Site links, Reviews"
gobelets plastiques réutilisables personnalisés,2,2,50,60.57,1.55,https://cupkiller.com/,6,0.04,10.00,1,177000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1584068667,"Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet biere personnalisé mariage,3,3,70,64.97,0.79,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,6,0.04,4.00,1,55,"[0,0,0,0,0,0,29,14,14,29,100,14]",1584434124,"Image pack, Site links, Reviews"
ecocup particulier,2,2,50,46.7,0.71,https://cupkiller.com/,6,0.04,4.00,0.76,11000,"[0,0,0,0,0,0,50,100,100,50,50,50]",1582447280,"Site links, Reviews"
gobelet recyclable personnalisé pas cher,4,4,90,58.67,1.17,https://cupkiller.com/,6,0.04,7.00,0.98,275000,"[20,20,40,20,20,20,20,100,20,20,20,20]",1583315002,"Image pack, Site links, Reviews"
ecocup personnalisé prix,2,2,50,54.03,0.52,https://cupkiller.com/,6,0.04,3.00,1,86,"[7,100,21,7,7,7,50,7,7,36,7,64]",1582990323,"Image pack, Site links, Reviews, Featured snippet"
ecocup vierge,2,2,50,66.63,0.64,https://cupkiller.com/fr/140-gobelet-vierge-25-cl,6,0.04,4.00,1,67,"[3,3,8,3,3,3,5,28,54,3,5,100]",1584501173,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
verre en plastique personnalisé,2,2,260,66.64,0.43,https://cupkiller.com/,6,0.04,2.00,1,2560000,"[24,19,8,15,44,81,100,100,29,29,29,44]",1584615705,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
verre recyclable logo,3,3,70,63.74,0.42,https://cupkiller.com/,6,0.04,2.00,1,1390000,"[14,43,14,14,14,71,29,43,29,14,14,100]",1583360650,"Image pack, Site links, Reviews, Shopping ads"
nettoyer gobelet plastique,2,2,50,60,0.00,https://cupkiller.com/fr/content/10-nettoyage-sur-site,6,0.04,0.00,0.92,1330000,"[0,0,0,0,0,0,0,100,50,25,25,50]",1583690841,"Image pack, Shopping ads, Video Carousel"
gobelet réutilisable gradué,2,2,50,55.88,1.96,https://cupkiller.com/,6,0.04,12.00,1,96,"[0,0,0,0,67,33,33,33,33,100,33,33]",1582352526,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
gobelet plastique prenom,8,8,210,70.93,0.29,https://cupkiller.com/,6,0.04,1.00,1,98,"[6,3,5,6,10,30,100,82,24,8,5,6]",1584338630,"Image pack, Site links, Reviews, Video, Shopping ads, FAQ"
flocage gobelet plastique,2,2,50,66.29,0.41,https://cupkiller.com/,6,0.04,2.00,1,76,"[0,0,0,0,0,0,0,0,0,67,100,33]",1583907239,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
porte gobelet,17,17,1600,81.48,0.26,https://cupkiller.com/fr/accessoires/298-porte-gobelet-porte-ceinture.html,6,0.04,1.00,1,11100000,"[46,53,68,84,100,100,84,84,68,68,68,84]",1584511180,"Image pack, Reviews"
personnalisation verre plastique,2,2,50,64.65,0.00,https://cupkiller.com/,6,0.04,0.00,0.86,8440000,"[25,25,25,50,25,25,100,50,25,100,50,25]",1583397089,"Image pack, Site links, Reviews, Video Carousel"
gobelet anniversaire personnalisé,2,2,50,47.82,0.54,https://cupkiller.com/,6,0.04,3.00,0.97,550000,"[0,0,0,0,0,0,0,0,0,0,100,50]",1582568640,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
5 bubbles gobelet,2,2,50,70.68,0.25,https://cupkiller.com/,6,0.04,1.00,0.89,1500000,"[14,14,43,14,29,14,14,29,14,100,29,14]",1583611426,"Image pack, Site links, Reviews, Video"
gobelet plastique recyclable,9,9,210,62.17,0.63,https://cupkiller.com/,6,0.04,3.00,1,92600,"[42,42,81,65,81,100,81,65,100,81,81,100]",1582974729,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet ecocup,4,4,480,65.63,0.79,https://cupkiller.com/,6,0.04,5.00,1,22700,"[36,44,44,67,67,82,82,100,67,54,54,82]",1584349294,"Image pack, Site links, Reviews, Video Carousel"
cup mariage,3,3,70,65.44,0.38,https://cupkiller.com/fr/143-mariage,6,0.04,2.00,1,16500000,"[14,29,14,14,14,14,43,43,14,71,14,100]",1584464452,"Image pack, Site links, Reviews, Video, Video Carousel"
verre plastique dur,7,7,170,75.11,0.27,https://cupkiller.com/,6,0.04,1.00,1,5530000,"[13,13,23,28,44,54,44,54,36,36,67,100]",1584157210,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
verre en plastique recyclable,4,4,90,62.05,0.49,https://cupkiller.com/,6,0.04,3.00,1,603000,"[20,100,100,20,20,20,20,20,20,20,20,20]",1583672697,"Image pack, Site links, Reviews"
gobelet festival prix,2,2,40,65.69,0.00,https://cupkiller.com/,5,0.03,0.00,1,547000,"[50,25,100,25,25,25,25,50,100,25,25,50]",1583708758,"Image pack, Site links, Reviews, Featured snippet, Shopping ads"
gobelet festival,9,9,170,67.01,0.57,https://cupkiller.com/,5,0.03,2.00,1,2810000,"[54,35,65,65,81,81,100,65,54,54,54,42]",1583536192,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet personnalisé plastique,2,2,40,61.1,0.48,https://cupkiller.com/,5,0.03,2.00,1,335000,"[14,14,14,14,14,71,100,29,14,29,14,14]",1582408879,"Image pack, Site links, Reviews, AdWords top"
gobelet personnalisé pour anniversaire,5,5,110,58.92,0.77,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,5,0.03,4.00,1,580000,"[24,24,24,43,43,67,67,67,67,100,67,43]",1583406187,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads"
gobelet jetable personnalisé,6,6,110,51.73,0.68,https://cupkiller.com/,5,0.03,3.00,1,121000,"[18,24,29,82,65,82,65,100,65,65,53,65]",1582197066,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
prix gobelet plastique,5,5,110,79.16,0.38,https://cupkiller.com/,5,0.03,2.00,1,1760000,"[79,100,100,100,100,79,36,79,100,100,64,100]",1584244935,"Site links, Reviews, Featured snippet, Shopping ads"
verre plastique sérigraphié,2,2,40,62.43,0.39,https://cupkiller.com/,5,0.03,2.00,0.76,53900,"[0,0,0,0,0,0,0,0,100,20,20,20]",1583841503,"Image pack, Site links, Reviews, Video"
gobelet plastique réutilisable personnalisé pas cher,2,2,40,66.93,1.03,https://cupkiller.com/,5,0.03,5.00,1,234000,"[0,0,0,0,0,33,67,33,33,33,100,33]",1584162215,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, FAQ"
verre polycarbonate personnalisable,2,2,40,51.6,0.50,https://cupkiller.com/,5,0.03,2.00,1,21900000,"[25,75,25,25,0,25,25,25,100,25,25,25]",1584162353,"Image pack, Site links, Reviews, AdWords bottom, FAQ"
gobelet mariage pas cher,5,5,110,64.64,0.56,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,5,0.03,3.00,1,564000,"[65,53,82,65,82,82,100,53,41,41,24,29]",1582888909,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet mariage pas cher,6,6,110,64.64,0.56,https://cupkiller.com/,5,0.03,3.00,1,564000,"[65,53,82,65,82,82,100,53,41,41,24,29]",1582888909,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre plastique mariage personnalisé,2,2,40,65.64,0.41,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,5,0.03,2.00,1,2810000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583850666,"Image pack, Site links, Reviews, Video"
gourde personnalisée,27,27,3600,68.35,1.34,https://cupkiller.com/fr/163-gourdes-personnalisees,5,0.03,7.00,1,4250000,"[15,24,24,36,55,55,55,82,67,100,100,55]",1584626398,"Image pack, Reviews, AdWords top, FAQ"
gobelets personnalisés anniversaire,2,2,40,59.72,0.88,https://cupkiller.com/,5,0.03,4.00,0.98,324000,"[29,100,57,71,71,43,57,71,57,57,43,29]",1584513810,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verres personnalisés mariage,2,2,40,61.79,0.49,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,5,0.03,2.00,1,0,"[3,3,3,5,100,28,54,100,18,3,3,3]",1583284765,"Image pack, Site links, Reviews, Video, AdWords bottom"
couronne en gobelet,2,2,40,55.66,0.00,https://cupkiller.com/fr/mariage/955-gobelet-personnalisable-mariage-couronne-de-fleurs.html,5,0.03,0.00,0.05,738000,"[60,0,0,100,0,20,40,0,0,0,20,20]",1582772860,"Image pack, Reviews, Video Carousel"
eco cup pas cher,4,4,390,66.38,0.44,https://cupkiller.com/,5,0.03,2.00,1,3450000,"[16,19,19,44,55,55,55,55,44,44,36,100]",1584597585,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
gobelet personnalisé enfant,9,9,170,68.66,0.61,https://cupkiller.com/fr/gobelet-preset/1241-gobelet-personnalise-25cl-fete-des-ecoles-enfants-qualite-photo.html,5,0.03,3.00,1,169000,"[1,3,3,6,10,24,82,100,29,7,4,4]",1583553787,"Image pack, Site links, Reviews, Video"
acheter gobelet,2,2,40,64.04,0.00,https://cupkiller.com/,5,0.03,0.00,0.52,0,"[100,44,11,56,22,56,22,11,11,11,33,11]",1583300852,"Local pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet logo,2,2,40,62.84,0.95,https://cupkiller.com/,5,0.03,4.00,1,7300000,"[29,29,29,43,57,71,57,71,100,71,57,57]",1584559364,"Image pack, Site links, Reviews, Shopping ads"
jetons personnalisés,10,10,170,56.84,0.64,https://cupkiller.com/fr/84-jetons-personnalises,5,0.03,3.00,1,1300000,"[52,67,67,81,100,100,81,52,81,67,81,67]",1583523014,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
50cl,16,16,1000,78.72,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-50-cl-impression-quadri-multicolore/1146-gobelet-personnalise-qualite-photo-50cl.html,5,0.03,0.00,0.13,4360000,"[77,77,77,68,68,77,68,77,77,100,77,77]",1584054024,"Instant answer, Image pack, Reviews"
gobelet réutilisable prix,2,2,40,60.74,0.90,https://cupkiller.com/,5,0.03,4.00,1,150000,"[50,50,100,50,50,50,50,100,50,50,50,50]",1582824852,"Site links, Reviews, Featured snippet, Video Carousel"
gobelet a personnaliser,3,3,50,67.65,0.98,https://cupkiller.com/,4,0.03,4.00,1,365000,"[60,40,20,20,20,20,20,100,20,80,20,20]",1583800705,"Image pack, Site links, Reviews, Video, AdWords top"
gourde prenom,7,7,110,70.16,0.17,https://cupkiller.com/fr/gourdes-thematiques/1335-gourde-personnalisee-prenom.html,4,0.03,0.00,1,527000,"[15,15,27,35,27,42,65,81,100,42,54,65]",1583511504,"Image pack, Reviews, Shopping ads"
gobelet pvc,5,5,90,77.2,0.70,https://cupkiller.com/,4,0.03,3.00,1,594000,"[100,20,60,40,20,20,40,60,20,80,20,40]",1584414165,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
flute champagne tritan,3,3,50,62.66,0.00,https://cupkiller.com/fr/accueil/410-flute-a-champagnes-tritan-transparent-x24.html,4,0.03,0.00,1,175000,"[100,0,25,0,50,0,50,25,0,50,25,25]",1582833303,"Image pack, Reviews, Video, Shopping ads"
l atelier du gobelet,12,12,1900,73.81,0.78,https://cupkiller.com/,4,0.03,3.00,0.36,4640000,"[55,66,83,100,100,83,66,83,83,66,34,83]",1584415145,"Knowledge panel, Image pack, Site links, Reviews, AdWords top"
gobelet avec son prenom,7,7,110,70.1,0.28,https://cupkiller.com/,4,0.03,1.00,1,364000,"[0,0,0,0,0,28,100,82,28,23,28,28]",1584163490,"Image pack, Site links, Reviews, Video"
prix des gobelets en plastique,6,6,90,75.93,0.36,https://cupkiller.com/,4,0.03,1.00,1,5210000,"[14,14,14,14,14,14,100,29,14,14,71,71]",1582662007,"Image pack, Site links, Reviews, Featured snippet"
verre en plastique rigide,9,9,140,70.29,0.33,https://cupkiller.com/,4,0.03,1.00,1,3880000,"[65,81,100,65,35,54,54,54,54,35,35,54]",1582739822,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
gobelet personnalisé mariage pas cher,4,4,320,65.67,0.46,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,4,0.03,2.00,1,89,"[81,67,44,100,100,67,54,67,54,44,35,100]",1584466256,"Image pack, Site links, Reviews"
mon french gobelet,8,8,140,61.09,0.25,https://cupkiller.com/,4,0.03,1.00,0.98,433000,"[27,35,54,35,35,65,100,54,35,42,42,42]",1584163044,"Image pack, Site links, Reviews"
verre personnalisé ecole,3,3,50,58.84,0.00,https://cupkiller.com/fr/gobelet-preset/1241-gobelet-personnalise-25cl-fete-des-ecoles-enfants-qualite-photo.html,4,0.03,0.00,1,5900000,"[0,7,0,14,7,7,14,36,100,7,7,36]",1582828000,"Image pack, Site links, Reviews, Video"
gobelets personnalisés mariage pas cher,4,4,70,59.88,0.66,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,4,0.03,3.00,1,72,"[40,40,40,0,40,20,100,20,20,20,20,20]",1582439310,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
verre a pied png,11,11,90,60.1,0.00,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,4,0.03,0.00,0.79,94,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582289705,"Image pack, Reviews"
goblets com,5,5,90,56.95,0.00,https://cupkiller.com/,4,0.03,0.00,0,58300000,"[0,20,100,20,20,20,20,80,20,20,100,80]",1584511192,"Site links, Reviews, Video, FAQ"
impression de gobelets,6,6,90,72.34,0.00,https://cupkiller.com/,4,0.03,0.00,0,2440000,"[0,25,25,25,50,25,0,100,0,25,25,0]",1583574326,"Image pack, Site links, Reviews, Video"
verre eco,5,5,90,59.07,0.69,https://cupkiller.com/,4,0.03,3.00,1,35300000,"[20,20,40,100,20,20,20,20,20,60,20,20]",1583906875,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
gobelet avec prenom,8,8,140,70.59,0.30,https://cupkiller.com/,4,0.03,1.00,1,1040000,"[7,2,5,5,12,19,66,100,44,12,7,15]",1583532523,"Image pack, Site links, Reviews, Video"
verre à vin plastique personnalisé,6,6,70,63,0.54,https://cupkiller.com/,3,0.02,1.00,0.97,1950000,"[20,80,20,20,20,20,100,40,20,20,20,20]",1584286210,"Image pack, Site links, Reviews"
verre à vin plastique personnalisé,5,5,70,63,0.54,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,3,0.02,1.00,0.97,1950000,"[20,80,20,20,20,20,100,40,20,20,20,20]",1584286210,"Image pack, Site links, Reviews"
gobelet non jetable,6,6,70,70.5,0.31,https://cupkiller.com/,3,0.02,1.00,1,934000,"[0,0,0,0,0,0,0,0,44,11,78,100]",1584316996,"Image pack, Site links, Reviews, Shopping ads"
gobelet ecole,3,3,40,68.03,0.33,https://cupkiller.com/fr/gobelet-preset/1241-gobelet-personnalise-25cl-fete-des-ecoles-enfants-qualite-photo.html,3,0.02,1.00,1,2210000,"[7,7,7,14,7,7,21,14,100,7,7,7]",1582801382,"Image pack, Site links, Reviews, Video Carousel"
jetons pour festival,11,11,70,61.37,0.86,https://cupkiller.com/fr/84-jetons-personnalises,3,0.02,2.00,0.95,593000,"[11,11,11,11,11,11,11,100,22,11,100,44]",1583944291,"Image pack, Site links, Shopping ads"
verre mojito,18,13,1300,85.55,0.17,https://cupkiller.com/fr/mojito-personnalise-pp/1178-verre-mojito-personnalise-pp.html,3,0.02,0.00,1,955000,"[25,25,37,54,79,100,100,54,37,54,67,37]",1584615574,"Image pack, Reviews, Image"
gobelets recyclables,13,13,390,65.83,0.69,https://cupkiller.com/,3,0.02,2.00,1,274000,"[54,54,81,81,81,100,81,54,100,100,81,54]",1584007617,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet reutilisable prenom,3,3,40,62.24,0.44,https://cupkiller.com/,3,0.02,1.00,1,92,"[36,27,9,9,9,9,18,100,9,45,9,64]",1584315311,"Image pack, Site links, Reviews"
gobelet personnalisé unité,3,3,40,57.49,0.45,https://cupkiller.com/,3,0.02,1.00,0.9,257000,"[6,12,6,18,12,6,24,6,100,6,6,12]",1583058772,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
verre maternelle personnalisé,11,11,70,72.31,0.00,https://cupkiller.com/,3,0.02,0.00,0,89,"[100,0,0,0,29,29,14,14,14,14,0,0]",1583127392,"Image pack, Site links, Reviews, Video, AdWords bottom"
gobelet personnalisé prénom maternelle,14,14,480,76.19,0.65,https://cupkiller.com/,3,0.02,2.00,1,33,"[0,1,1,2,11,45,100,34,6,6,5,6]",1584621753,"Image pack, Site links, Reviews"
gobelet consigné,8,8,110,59.26,0.55,https://cupkiller.com/,3,0.02,1.00,1,418000,"[33,33,43,52,81,100,67,52,67,67,67,43]",1582609536,"Image pack, Site links, Reviews, Video Carousel"
